ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΓΑΒΡΗΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΓΚΙΟΛΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΑΡΑΣΤΑΜΑΤΗ ΜΑΡΙΑ του Στέφανου,ΝΙΚΟΛΑΡΑΚΟΣ ΠΑΝΑΓΙΩΤΗΣ του Πέτρου,ΣΚΟΥΡΤΗ ΠΑΡΑΣΚΕΥΗ (ΒΙΒΗ) του Δημητρίου,Νέα Δημοκρατία,ΑΝΔΡΙΑΝΟΣ ΙΩΑΝΝΗΣ του Σωτηρίου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ευαγγέλου,ΠΡΟΣΙΛΗΣ ΧΡΗΣΤΟΣ του Αντωνίου,ΡΟΜΠΟΤΗΣ ΣΠΥΡΙΔΩΝ του Βασιλείου,ΤΑΝΤΑΡΟΥ-ΚΡΙΓΓΟΥ ΘΕΟΔΟΣΙΑ (ΣΟΝΙΑ) του Δημητρίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΚΑΛΑΘΑ ΔΙΟΝΥΣΙΑ του Βασιλείου,ΜΟΥΛΟΥ ΚΥΡΙΑΚΗ του Γεωργίου,ΟΥΛΗΣ ΑΝΔΡΕΑΣ του Αθανασίου,ΡΕΝΤΕΤΑΚΟΣ ΓΕΩΡΓΙΟΣ του Πέτρου,ΤΣΙΡΙΚΟΣ ΑΡΙΣΤΕΙΔΗΣ του Μιχαήλ,Κίνημα Αλλαγής,ΚΑΡΟΥΣΗ-ΤΑΣΑΙΝΑ ΣΤΑΜΑΤΙΑ του Παναγιώτη,ΜΑΝΙΑΤΗΣ ΙΩΑΝΝΗΣ του Αναστασίου,ΝΙΚΟΛΑΟΥ ΠΑΡΑΣΚΕΥΗ του Νικολάου,ΠΟΥΛΑΣ ΑΝΔΡΕΑΣ του Θεοδοσίου,ΣΤΕΦΑΝΟΥ ΙΩΑΝΝΗΣ του Μιλτιάδη,Κ.Κ.Ε.,ΑΓΓΕΛΟΥ ΑΝΑΣΤΑΣΙΟΣ του Νικολάου,ΑΝΤΩΝΙΟΥ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΓΚΟΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΚΑΛΑΪΤΖΗ ΜΑΡΙΑΝΘΗ του Αναστασίου,ΜΠΑΒΕΛΗ ΝΑΥΣΙΚΑ του Χρήστου,Ένωση Κεντρώων,ΖΕΡΒΑΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΝΙΚΟΛΟΠΟΥΛΟΥ ΣΤΑΥΡΟΥΛΑ του Χαράλαμπου,ΝΤΟΥΒΛΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ζαχαρία,Ο.Κ.Δ.Ε.,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΝΙΚΟΛΑΟΣ του Ιακώβου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΕΡΔΕ ΕΛΕΝΗ του Παναγιώτη,ΝΕΖΟΥ ΓΑΡΥΦΑΛΙΑ του Δημητρίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΔΗΜΗΤΡΙΟΣ του Αποστόλου,Ελλήνων Συνέλευσις,ΓΙΑΝΝΑΚΑΚΗΣ ΕΥΑΓΓΕΛΟΣ του Μιχαήλ,ΔΑΡΑΣ ΙΩΑΝΝΗΣ του Λουκά,ΚΑΡΑΜΑΝΟΥ ΑΙΚΑΤΕΡΙΝΗ του Αναστασίου,ΚΑΡΑΜΠΗ ΙΩΑΝΝΑ του Δημητρίου,ΚΩΤΣΙΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,Ελληνική Λύση - Κ. Βελόπουλος,ΛΥΜΝΙΑΤΗΣ ΣΠΥΡΙΔΩΝ του Νικολάου,ΣΑΛΑΠΑΤΑΣ ΔΗΜΗΤΡΙΟΣ του Λεωνίδα,ΤΣΑΠΡΑΛΗ ΓΕΩΡΓΙΑ του Αθανασίου,Κ.Κ.Ε. (μ-λ),ΜΑΥΡΟΓΙΑΝΝΗΣ ΣΕΡΓΙΟΣ του Ιωάννη,Μ-Λ Κ.Κ.Ε.,ΣΑΛΑΠΑΤΑΣ ΛΕΩΝΙΔΑΣ του Ανδρέα,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΚΑΛΟΓΕΡΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Παύλου,ΚΑΣΙΔΗ ΑΓΓΕΛΙΚΗ του Ευθυμίου,ΚΟΥΤΡΑ-ΞΥΛΙΝΑ ΜΑΡΙΝΑ του Θεοδώρου,ΠΑΤΡΙΝΟΣ ΧΑΡΑΛΑΜΠΟΣ του Νικολάου,Λαϊκή Ενότητα,ΒΑΣΙΛΕΙΟΥ ΔΗΜΗΤΡΙΟΣ του Σπήλιου,ΚΑΨΟΥΡΟΣ ΓΕΩΡΓΙΟΣ του Λεωνίδα,ΚΥΡΙΑΚΟΥ ΕΥΣΤΑΘΙΑ του Γεωργίου,ΜΙΧΑΛΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Διαμαντή,ΤΖΩΡΤΖΗ ΕΥΓΕΝΙΑ του Νικολάου,ΜέΡΑ25,ΓΕΩΡΓΟΠΟΥΛΟΣ - ΖΟΥΤΑΣ ΔΗΜΗΤΡΙΟΣ του Ανδριανού,ΛΑΜΠΡΟΥ ΔΗΜΗΤΡΙΟΣ του Αναστασίου,ΟΙΚΟΝΟΜΟΠΟΥΛΟΥ ΚΡΙΝΙΩ του Παναγιώτη,Δημιουργία ξανά - Θ. Τζήμερος,ΓΥΑΛΙΣΤΡΑ ΑΛΕΞΑΝΔΡΑ του Διονυσίου,ΚΑΛΥΒΑΣ ΚΥΡΙΑΚΟΣ του Αθανασίου,ΚΟΡΙΛΗΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΑΝΑΓΙΩΤΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Περικλή
44 - Αργολίδος,38 E.T. Δήμου Άργους - Μυκηνών,552,296,3,2,5,291,79,17,21,0,18,5,123,49,19,1,1,47,9,1,1,5,1,0,29,1,10,3,13,1,7,1,0,0,2,2,4,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,1,5,2,0,1,0,6,3
44 - Αργολίδος,39 E.T. Δήμου Άργους - Μυκηνών,554,337,6,3,9,328,70,14,16,4,17,3,151,52,45,0,1,40,9,0,1,5,0,1,35,1,13,0,15,1,15,2,2,6,0,2,6,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,18,5,5,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,13,1,1,3,4,0,1,2,4,3
44 - Αργολίδος,40 E.T. Δήμου Άργους - Μυκηνών,552,339,4,2,6,333,95,22,15,4,33,8,122,33,53,0,1,30,11,2,0,5,0,0,47,0,22,1,19,4,7,0,0,2,1,3,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,15,4,6,3,1,1,0,0,5,0,0,1,0,1,0,0,0,0,0,19,4,2,6,3,0,1,1,2,1
44 - Αργολίδος,41 E.T. Δήμου Άργους - Μυκηνών,559,355,3,2,5,350,88,12,25,4,24,0,143,32,57,0,4,39,12,5,0,4,0,0,50,1,18,2,22,5,10,1,2,2,1,1,7,1,5,0,0,0,1,0,0,0,2,1,1,0,0,0,21,6,6,4,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,7,0,1,3,3,0,2,0,3,1
44 - Αργολίδος,42 E.T. Δήμου Άργους - Μυκηνών,567,321,5,0,5,316,105,21,24,4,34,6,113,33,34,1,7,32,7,0,0,3,0,1,37,0,18,4,12,2,11,1,0,1,2,5,6,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,15,2,6,0,0,0,1,1,3,1,0,1,1,1,0,0,0,0,0,9,4,1,0,1,1,0,0,6,3
44 - Αργολίδος,43 E.T. Δήμου Άργους - Μυκηνών,548,337,3,2,5,332,96,18,15,5,35,4,144,45,43,2,3,48,5,0,0,4,1,0,43,0,19,1,17,5,10,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,3,1,0,0,1,1,12,0,8,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,4,4,2,1,0,0,1,4,2
44 - Αργολίδος,44 E.T. Δήμου Άργους - Μυκηνών,556,303,4,2,6,297,79,14,13,5,19,6,133,41,47,0,6,27,7,1,1,1,1,0,36,0,28,1,6,0,6,0,0,1,0,1,4,1,1,0,0,0,2,2,0,0,2,0,0,1,0,1,12,3,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,3,1,3,1,0,1,0,2,1
44 - Αργολίδος,45 E.T. Δήμου Άργους - Μυκηνών,532,291,3,1,4,287,73,11,12,3,30,2,137,28,58,3,10,30,8,0,1,5,0,1,28,1,15,0,7,3,7,1,0,2,2,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,4,4,2,0,0,0,2,2
44 - Αργολίδος,46 E.T. Δήμου Άργους - Μυκηνών,368,239,1,2,3,236,55,12,20,0,10,4,120,40,47,0,6,19,10,1,0,4,3,0,27,0,12,0,12,3,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,3,2,1,1,0,1,0,5,2
44 - Αργολίδος,47 E.T. Δήμου Άργους - Μυκηνών,384,245,2,4,6,239,65,8,15,4,14,4,97,41,29,1,2,14,3,0,0,2,0,0,45,1,17,0,21,5,9,0,1,4,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,1,0,2,1
44 - Αργολίδος,48 E.T. Δήμου Άργους - Μυκηνών,346,183,0,0,0,183,50,10,11,3,15,3,79,25,15,0,4,30,5,1,0,1,0,0,22,1,11,0,6,4,6,1,0,0,0,1,4,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,12,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
44 - Αργολίδος,49 E.T. Δήμου Άργους - Μυκηνών,316,156,4,0,4,152,30,3,7,1,13,0,81,19,17,1,6,31,4,0,0,0,0,0,26,4,18,2,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
44 - Αργολίδος,50 E.T. Δήμου Άργους - Μυκηνών,410,288,2,5,7,281,57,10,13,2,13,2,147,69,36,1,4,23,3,0,0,3,0,0,43,0,16,0,22,5,5,0,0,1,0,1,3,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,2,0,0,0,2,1
44 - Αργολίδος,51 E.T. Δήμου Άργους - Μυκηνών,424,295,1,1,2,293,47,7,15,2,10,1,149,42,35,3,12,45,5,0,2,2,0,0,45,0,15,2,18,9,7,1,1,0,0,1,0,0,0,0,0,0,3,1,2,0,1,0,0,0,0,1,15,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,2,1,0,0,0,5,3
44 - Αργολίδος,52 E.T. Δήμου Άργους - Μυκηνών,425,293,3,1,4,289,65,12,10,2,22,1,133,55,20,2,1,48,15,0,0,9,0,0,34,1,7,3,18,0,10,0,1,2,3,3,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,12,6,1,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,5,1,2,2,3,0,1,0,6,3
44 - Αργολίδος,53 E.T. Δήμου Άργους - Μυκηνών,326,218,5,1,6,212,48,10,6,1,16,2,92,23,28,1,8,29,11,1,0,6,3,0,35,0,14,0,14,4,8,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,6,2,1,0,2,1,0,0,3,2
44 - Αργολίδος,54 E.T. Δήμου Άργους - Μυκηνών,323,233,2,0,2,231,53,3,15,2,18,2,112,33,35,0,2,32,8,1,1,2,0,0,33,0,11,0,18,2,5,1,0,0,0,1,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,9,0,5,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
44 - Αργολίδος,55 E.T. Δήμου Άργους - Μυκηνών,316,225,1,1,2,223,65,5,24,3,26,2,82,13,38,0,4,21,3,0,0,2,0,1,37,0,12,0,19,6,20,5,2,2,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,1,0,0,0,2,1
44 - Αργολίδος,56 E.T. Δήμου Άργους - Μυκηνών,472,301,5,2,7,294,64,14,17,2,17,1,131,46,42,1,13,14,10,1,1,7,0,0,61,0,12,14,27,6,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,13,2,6,3,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,3,1,0,1,0,0,0,0,3,0
44 - Αργολίδος,57 E.T. Δήμου Άργους - Μυκηνών,440,251,6,3,9,242,52,5,11,1,20,1,102,29,46,1,5,14,4,0,0,0,0,1,33,0,5,1,22,4,9,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,3,4,0,0,1,0,9,2
44 - Αργολίδος,58 E.T. Δήμου Άργους - Μυκηνών,557,191,2,3,5,186,34,10,3,0,7,0,116,53,17,2,1,42,6,0,0,3,1,0,13,0,10,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
44 - Αργολίδος,59 E.T. Δήμου Άργους - Μυκηνών,551,181,3,0,3,178,35,5,12,3,8,1,88,33,9,0,8,30,7,1,0,4,0,1,31,0,24,1,5,1,6,2,0,1,0,2,4,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0
44 - Αργολίδος,60 E.T. Δήμου Άργους - Μυκηνών,52,33,0,0,0,33,5,0,2,0,2,0,15,4,3,0,0,8,2,1,0,0,0,0,10,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
44 - Αργολίδος,61 E.T. Δήμου Άργους - Μυκηνών,450,304,3,0,3,301,36,11,6,0,6,2,181,61,53,2,2,60,6,1,1,1,1,2,53,2,29,0,10,10,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,6,0,2,2,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,8,1,3,0,1,1,0,0,1,0
44 - Αργολίδος,62 E.T. Δήμου Άργους - Μυκηνών,466,301,1,1,2,299,52,20,10,3,4,3,141,47,32,2,1,50,19,3,1,5,1,0,43,4,10,0,17,11,6,1,0,2,1,1,3,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,12,6,3,2,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,14,2,3,1,2,0,0,0,2,2
44 - Αργολίδος,63 E.T. Δήμου Άργους - Μυκηνών,530,366,2,3,5,361,67,10,13,5,9,4,195,56,37,2,17,71,10,1,1,2,1,0,50,11,21,0,10,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,16,8,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,2,1,2,3,0,0,0,3,0
44 - Αργολίδος,64 E.T. Δήμου Άργους - Μυκηνών,452,306,1,4,5,301,40,7,15,2,4,1,151,61,26,0,5,54,13,2,0,6,2,0,51,7,16,2,23,1,9,1,0,2,0,2,2,1,0,0,0,0,6,1,5,0,2,0,0,0,0,2,12,7,1,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,8,4,0,1,2,0,0,0,3,1
44 - Αργολίδος,65 E.T. Δήμου Άργους - Μυκηνών,464,332,3,2,5,327,61,8,15,5,8,5,159,59,37,0,5,44,10,1,2,3,2,0,42,18,13,0,9,1,5,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,3,0,2,1,0,0,19,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,2,2,6,0,4,1,4,3
44 - Αργολίδος,66 E.T. Δήμου Άργους - Μυκηνών,321,182,2,0,2,180,64,4,23,1,22,0,67,28,17,0,2,19,1,0,0,0,0,0,31,0,10,1,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,2,1,1,1,1,0,0,2,1
44 - Αργολίδος,67 E.T. Δήμου Άργους - Μυκηνών,320,160,3,1,4,156,42,5,8,4,12,2,62,22,26,0,1,11,3,0,0,2,0,1,29,0,16,0,10,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,2,2,3,0,0,0,0,5,5
44 - Αργολίδος,68 E.T. Δήμου Άργους - Μυκηνών,471,279,2,3,5,274,56,17,13,1,8,4,162,56,41,0,3,49,2,0,1,1,0,0,35,1,11,0,19,2,6,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,3,1,1,0,0,0,2,2
44 - Αργολίδος,69 E.T. Δήμου Άργους - Μυκηνών,88,37,0,0,0,37,7,2,1,0,1,2,15,8,0,0,0,7,0,0,0,0,0,0,8,0,3,1,3,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0
44 - Αργολίδος,70 E.T. Δήμου Άργους - Μυκηνών,473,326,1,3,4,322,50,18,11,1,1,1,131,23,14,0,10,81,3,0,0,0,0,0,92,1,44,1,35,7,18,0,0,1,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,5,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,9,3,2,0,2,0,0,0,3,2
44 - Αργολίδος,71 E.T. Δήμου Άργους - Μυκηνών,492,351,7,1,8,343,81,30,14,3,8,3,154,25,11,1,15,97,4,2,0,0,0,1,70,4,26,0,34,3,15,2,0,0,10,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,4,1,0,0,0,0,1,0,1,0,0,2,0,1,0,1,0,4,2,0,0,2,0,1,0,2,1
44 - Αργολίδος,72 E.T. Δήμου Άργους - Μυκηνών,100,65,0,0,0,65,15,10,3,1,1,0,36,7,4,0,1,22,2,0,1,1,0,0,5,0,4,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44 - Αργολίδος,73 E.T. Δήμου Άργους - Μυκηνών,573,369,5,0,5,364,85,27,19,2,20,3,168,41,44,0,15,52,14,0,0,13,0,0,61,6,23,1,18,8,11,0,1,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,5,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,6,1,1,1,2,0,0,0,4,2
44 - Αργολίδος,74 E.T. Δήμου Άργους - Μυκηνών,156,118,1,0,1,117,12,3,4,0,0,0,82,17,8,0,6,44,4,1,0,2,0,0,12,0,7,0,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44 - Αργολίδος,75 E.T. Δήμου Άργους - Μυκηνών,403,264,2,0,2,262,51,17,21,3,3,1,135,33,16,0,4,75,10,1,2,2,0,0,42,7,15,0,14,6,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,3,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,5,0,0,1,1,0,0,0,4,3
44 - Αργολίδος,76 E.T. Δήμου Άργους - Μυκηνών,402,272,2,0,2,270,79,11,24,2,15,3,114,29,22,0,2,8,13,0,1,7,0,1,45,10,11,2,21,0,3,0,1,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,1,0,2,1
44 - Αργολίδος,77 E.T. Δήμου Άργους - Μυκηνών,288,142,1,1,2,140,45,18,13,1,2,2,60,26,3,1,2,20,5,0,0,3,0,0,16,1,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,1,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44 - Αργολίδος,78 E.T. Δήμου Άργους - Μυκηνών,301,147,2,0,2,145,43,17,8,3,4,4,65,27,5,0,5,26,6,0,1,3,0,0,13,1,5,0,4,0,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,7,2,5,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1
44 - Αργολίδος,79 E.T. Δήμου Άργους - Μυκηνών,47,33,0,0,0,33,4,2,2,0,0,0,20,13,6,0,0,1,8,0,0,0,0,0,1,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44 - Αργολίδος,80 E.T. Δήμου Άργους - Μυκηνών,305,188,2,0,2,186,43,10,5,4,4,3,95,53,24,0,1,10,4,0,0,1,0,1,18,0,4,2,8,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,8,5,2,1,0,0,0,0,4,1,0,1,0,2,0,0,1,0,0,3,0,1,1,1,0,0,0,4,4
44 - Αργολίδος,81 E.T. Δήμου Άργους - Μυκηνών,507,240,0,3,3,237,62,16,19,4,16,0,81,23,42,1,2,10,4,0,0,1,0,1,58,1,25,3,24,4,22,3,0,13,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,1,2,0,1,0,0,0
44 - Αργολίδος,82 E.T. Δήμου Άργους - Μυκηνών,373,211,0,0,0,211,55,24,6,1,11,1,111,30,38,0,7,33,1,1,0,0,0,0,26,0,11,1,8,6,6,0,0,0,0,5,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0
44 - Αργολίδος,83 E.T. Δήμου Άργους - Μυκηνών,279,154,1,2,3,151,50,20,10,2,10,1,71,16,35,0,1,16,2,1,0,0,0,0,15,3,5,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0
44 - Αργολίδος,84 E.T. Δήμου Άργους - Μυκηνών,286,120,0,0,0,120,27,7,3,1,2,0,64,41,14,0,1,6,0,0,0,0,0,0,24,0,6,1,12,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
44 - Αργολίδος,85 E.T. Δήμου Άργους - Μυκηνών,186,96,0,0,0,96,16,2,3,1,4,1,47,29,9,0,1,8,1,0,0,1,0,0,18,3,10,1,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1
44 - Αργολίδος,86 E.T. Δήμου Άργους - Μυκηνών,524,270,0,2,2,268,54,23,2,2,15,0,158,57,65,0,6,12,4,0,0,1,0,2,25,1,6,0,11,6,9,2,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,3,0,0,0,0,3,3
44 - Αργολίδος,87 E.T. Δήμου Άργους - Μυκηνών,203,71,0,0,0,71,15,6,0,0,3,2,38,16,4,0,0,16,5,0,0,0,1,4,9,0,2,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44 - Αργολίδος,88 E.T. Δήμου Άργους - Μυκηνών,171,122,4,2,6,116,25,15,2,0,2,2,59,19,20,0,2,10,5,0,0,2,0,0,15,0,2,0,9,4,3,1,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,0,0,0,0,1,0
44 - Αργολίδος,89 E.T. Δήμου Άργους - Μυκηνών,299,146,3,1,4,142,32,5,6,0,10,2,63,27,13,0,1,17,2,0,0,1,0,0,33,0,17,0,16,0,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
44 - Αργολίδος,90 E.T. Δήμου Άργους - Μυκηνών,504,279,2,0,2,277,68,9,22,2,5,3,123,55,29,1,1,21,2,0,0,1,0,0,36,0,6,2,24,1,32,7,0,8,1,12,3,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,2,0
44 - Αργολίδος,91 E.T. Δήμου Άργους - Μυκηνών,507,263,4,2,6,257,43,8,11,4,3,2,125,67,23,0,1,21,4,1,0,1,0,1,33,0,12,1,14,6,24,10,0,3,2,7,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,10,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,3,1,1,3,0,0,2,3,2
