ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΛΙΦΙΕΡΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Μιχαήλ,ΑΥΓΟΥΣΤΑΚΗ ΕΛΕΝΗ του Μύρωνα,ΒΑΡΔΑΚΗΣ ΣΩΚΡΑΤΗΣ του Δημητρίου,ΔΑΝΕΛΛΗΣ ΣΠΥΡΙΔΩΝ του Αθανασίου,ΔΟΥΛΓΕΡΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Νικολάου,ΗΓΟΥΜΕΝΙΔΗΣ ΝΙΚΟΛΑΟΣ του Εμμανουήλ,ΚΑΜΠΟΥΡΑΚΗ ΧΡΥΣΑΝΘΗ του Αντωνίου,ΛΕΝΑΚΑΚΗ ΣΤΥΛΙΑΝΗ του Νικολάου,ΜΑΜΟΥΛΑΚΗΣ ΧΑΡΑΛΑΜΠΟΣ (ΧΑΡΗΣ) του Αντωνίου,ΜΙΧΕΛΟΓΙΑΝΝΑΚΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΣΜΠΩΚΟΣ ΒΑΣΙΛΕΙΟΣ του Μιχαήλ,Νέα Δημοκρατία,ΑΥΓΕΝΑΚΗΣ ΕΛΕΥΘΕΡΙΟΣ του Κωνσταντίνου,ΒΡΕΝΤΖΟΥ-ΣΚΟΡΔΑΛΑΚΗ ΘΕΑΝΩ του Εμμανουήλ,ΜΑΤΑΛΛΙΩΤΑΚΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΠΑΣΠΑΤΗΣ ΓΡΗΓΟΡΙΟΣ του Αλεξάνδρου,ΡΟΚΑΔΑΚΗΣ ΓΡΗΓΟΡΙΟΣ του Εμμανουήλ,ΣΕΝΕΤΑΚΗΣ ΜΑΞΙΜΟΣ του Γεωργίου,ΣΗΜΑΙΑΚΗ ΕΥΑΓΓΕΛΙΑ (ΕΥΑ) του Γεωργίου,ΣΤΡΑΤΑΚΗΣ ΑΝΔΡΕΑΣ του Ιωάννη,ΣΦΑΚΙΑΝΑΚΗ ΝΙΚΟΛΕΤΑ του Μιχαήλ,ΤΖΩΡΤΖΟΓΛΟΥ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΤΣΑΝΤΗΡΑΚΗ-ΑΝΑΣΤΑΣΑΚΗ ΕΛΕΝΗ του Στυλιανού,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΛΕΞΑΚΗΣ ΝΕΚΤΑΡΙΟΣ του Ελευθερίου,ΑΝΑΣΤΑΣΑΚΗ ΜΑΡΙΑ του Δημητρίου,ΒΛΑΧΑΒΑΣ ΓΕΩΡΓΙΟΣ του Εμμανουήλ,ΠΑΤΕΡΑΚΗ ΜΑΡΙΑ του Ευαγγέλου,ΠΛΟΥΜΗΣ ΙΩΑΝΝΗΣ του Εμμανουήλ,ΣΤΕΦΑΝΟΠΟΥΛΟΥ ΖΑΧΑΡΟΥΛΑ του Ιωάννη,ΣΤΡΑΤΙΔΑΚΗΣ ΝΙΚΟΛΑΟΣ του Αλέξανδρου,Κίνημα Αλλαγής,ΓΕΝΝΗΜΑΤΑ ΦΩΤΕΙΝΗ (ΦΩΦΗ) του Γεωργίου,ΑΡΒΑΝΙΤΑΚΗΣ ΠΑΝΤΕΛΕΗΜΩΝ του Μιχαήλ,ΒΑΤΣΙΝΑ ΕΛΕΝΗ του Φανουρίου,ΓΙΑΝΝΑΡΗ ΙΩΑΝΝΑ του Γεωργίου,ΚΑΛΟΥΔΑΚΗΣ ΣΤΑΥΡΟΣ του Νικολάου,ΚΕΓΚΕΡΟΓΛΟΥ ΒΑΣΙΛΕΙΟΣ του Αλέξανδρου,ΜΠΡΙΜΗΣ ΔΗΜΗΤΡΙΟΣ του Αποστόλου,ΠΑΠΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Μηνά,ΣΤΑΘΟΡΑΚΗΣ ΓΕΩΡΓΙΟΣ του Στεφάνου,ΣΤΡΑΤΑΚΗΣ ΧΡΗΣΤΟΣ του Εμμανουήλ,ΧΑΤΖΑΚΗ ΕΥΑΓΓΕΛΙΑ του Γεωργίου,Κ.Κ.Ε.,ΑΝΑΣΤΑΣΑΚΗ ΜΑΡΙΑ του Γεωργίου,ΑΝΔΡΟΥΛΑΚΗ ΚΡΥΣΤΑΛΕΝΙΑ (ΛΙΝΑ) του Ιωάννη,ΓΩΝΙΑΝΑΚΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΚΑΡΚΑΒΑΤΣΟΣ ΕΜΜΑΝΟΥΗΛ του Στυλιανού,ΚΟΚΟΣΑΛΗ - ΣΑΛΟΥΣΤΡΟΥ ΜΑΡΙΑ του Ζαχαρία,ΠΑΤΕΡΑΚΗΣ ΝΙΚΟΛΑΟΣ του Εμμανουήλ,ΠΟΘΗΤΟΥ ΙΩΑΝΝΑ του Γεωργίου,ΣΑΛΟΥΣΤΡΟΣ ΔΗΜΟΚΡΙΤΟΣ του Εμμανουήλ,ΣΚΕΠΑΡΝΗΣ ΓΕΩΡΓΙΟΣ του Μιχαήλ,ΣΥΝΤΥΧΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του ΔΑΝΙΗΛ,ΣΦΑΚΙΑΝΑΚΗΣ ΜΙΧΑΗΛ του Αντωνίου,Ένωση Κεντρώων,ΑΓΓΕΛΙΔΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Χαράλαμπου,ΒΟΥΒΟΥΔΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΓΙΑΝΝΑΔΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Σωτηρίου,ΚΑΦΑΝΤΑΡΗ ΙΟΥΛΙΑ του Κωνσταντίνου,ΚΟΝΤΟΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΛΕΒΕΝΤΗ-ΜΕΝΤΕΣΙΔΟΥ ΑΝΑΣΤΑΣΙΑ του Ιωάννη,ΤΖΑΓΚΑΡΑΚΗ ΕΛΙΣΑΒΕΤ (ΕΛΣΑ) του Γεωργίου,ΤΖΩΡΤΖΑΚΗΣ ΜΙΧΑΗΛ του Ιωάννη,ΦΡΑΓΚΙΑΔΑΚΗ ΕΙΡΗΝΗ του Νικολάου,Ο.Κ.Δ.Ε.,ΦΟΥΦΟΥΔΑΚΗΣ ΙΩΑΝΝΗΣ του Παντελή,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΝΤΩΝΙΟΥ ΑΝΤΩΝΙΑ του Χρήστου,ΒΑΛΑΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΒΛΑΧΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΓΚΟΥΒΑΣ ΧΑΡΑΛΑΜΠΟΣ του Κωνσταντίνου,ΔΕΣΗ-ΛΟΥΚΑ ΧΡΙΣΤΙΝΗ του Αλέξανδρου,ΚΤΙΣΤΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Ευαγγέλου,ΧΑΡΑΛΑΜΠΑΚΗ ΑΓΓΕΛΙΚΗ του Δημητρίου,ΧΑΡΙΤΟΣ ΓΕΩΡΓΙΟΣ του Χαράλαμπου,Ελλήνων Συνέλευσις,ΒΑΜΒΟΥΚΑΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΚΑΠΝΙΣΤΟΥ ΑΝΤΩΝΙΑ του Κωνσταντίνου,ΚΟΚΟΣΑΛΗ ΑΝΝΑ ΜΑΡΙΑ του Μιχαήλ,ΛΙΑΝΟΥ ΚΑΛΛΙΟΠΗ του Αντωνίου,ΜΑΡΚΟΥΛΑΚΗΣ ΜΙΧΑΗΛ του Γεωργίου,ΜΟΥΛΑΚΑΚΗΣ ΦΩΤΙΟΣ του Κωνσταντίνου,ΠΑΣΧΑΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΣΦΑΚΙΑΝΑΚΗΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΚΟΖΥΡΑΚΗ ΕΙΡΗΝΗ του Φραγκίσκου,Ελληνική Λύση - Κ. Βελόπουλος,ΓΑΥΓΙΩΤΑΚΗΣ ΜΙΧΑΗΛ του Ευαγγέλου,ΓΚΟΤΖΟΓΙΑΝΝΗ ΜΑΡΘΑ του Ιωάννη,ΚΑΜΑ ΘΩΜΑΗ του Παναγιώτη,ΛΥΚΑΚΗΣ ΙΩΑΝΝΗΣ του Σταύρου,ΜΠΑΛΤΖΑΚΗΣ ΓΕΩΡΓΙΟΣ του Εμμανουήλ,ΜΥΛΩΝΑΚΗΣ ΕΥΑΓΓΕΛΟΣ του Ηλία,ΠΑΛΑΜΙΑΝΑΚΗ ΕΛΕΝΗ του Νικολάου,ΠΑΠΑΔΟΠΟΥΛΟΥ - ΙΩΣΗΦΙΔΟΥ ΑΝΝΑ του Ιωάννη,ΡΟΜΠΟΓΙΑΝΝΑΚΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΣΚΟΡΔΙΛΗΣ ΣΤΥΛΙΑΝΟΣ του Νικολάου,ΧΡΙΣΤΟΔΟΥΛΙΔΗΣ ΞΕΝΟΦΩΝ του Αντωνίου,Κ.Κ.Ε. (μ-λ),ΓΚΟΛΕΜΗ ΙΩΑΝΝΑ του Γεωργίου,ΔΡΑΚΩΝΑΚΗΣ ΑΝΤΩΝΙΟΣ του Γεωργίου,ΜΠΑΜΠΑΛΕΤΑΚΗΣ ΓΕΩΡΓΙΟΣ του Εμμανουήλ,ΠΑΠΟΥΤΣΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΣΤΑΥΡΙΑΝΟΥΔΑΚΗ ΧΡΥΣΗ του Ανδρέα,Μ-Λ Κ.Κ.Ε.,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ιωάννη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΓΥΠΑΡΑΚΗ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,ΚΟΚΟΛΟΓΙΑΝΝΗ ΜΑΡΙΑ ΕΛΕΝΗ του Ιωάννη,ΜΑΚΡΥΠΟΔΗΣ ΝΙΚΟΛΑΟΣ του Αριστείδη,ΜΑΡΝΙΕΡΑΚΗ ΑΝΝΑ του Ιωάννη,ΟΡΦΑΝΟΥΔΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΟΥΡΑΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΓΟΥΡΑΚΗΣ ΣΤΥΛΙΑΝΟΣ του Στυλιανού,ΤΣΙΟΜΠΑΝΙΔΗΣ ΕΥΑΓΓΕΛΟΣ (ΒΑΚΗΣ) του Γεωργίου,Λαϊκή Ενότητα,ΑΛΕΞΑΚΗ ΕΛΕΝΗ του Δημητρίου,ΚΑΤΖΗΛΑΚΗΣ ΑΝΤΩΝΙΟΣ του Νικολάου,ΚΡΙΑΡΑΚΗΣ ΓΕΩΡΓΙΟΣ του Γεωργίου,ΚΡΙΤΣΩΤΑΚΗΣ ΜΙΧΑΗΛ του Γεωργίου,ΛΕΒΕΝΤΗΣ ΙΩΑΝΝΗΣ του Εμμανουήλ,ΜΑΝΤΖΑΡΗ ΕΥΣΤΑΘΙΑ του Δημητρίου,ΣΑΒΒΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Εμμανουήλ,ΧΙΩΤΕΛΗΣ ΑΡΗΣ του Κωνσταντίνου,ΜέΡΑ25,ΒΑΡΟΥΦΑΚΗΣ ΙΩΑΝΝΗΣ (ΓΙΑΝΗΣ) του Γεωργίου,ΚΑΤΣΟΥΛΗ ΕΛΕΥΘΕΡΙΑ του Ζαχαρία,ΛΙΑΠΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΛΟΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Σοφοκλή-Εμμανουήλ,ΛΟΥΛΟΥΔΑΚΗΣ ΑΠΟΣΤΟΛΟΣ του Νικολάου,ΜΑΘΙΟΥΔΑΚΗ ΕΜΜΑΝΟΥΕΛΑ του Ανδρέα,ΜΑΡΑΓΚΑΚΗΣ ΣΠΥΡΙΔΩΝ του Δημητρίου,ΤΣΟΥΚΑΛΑ ΑΙΚΑΤΕΡΙΝΗ του Χρίστου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΝΔΡΙΑΝΑΚΗ ΕΥΣΤΑΘΙΑ του Ελευθερίου,ΨΑΡΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΦΙΛΙΟΠΟΥΛΟΥ ΜΑΡΙΑ του Σταμάτη,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΥΛΑΣ ΘΕΟΔΩΡΟΣ του Αριστοτέλη
55 - Ηρακλείου,269 E.T. Δήμου Ηρακλείου,564,431,6,3,9,422,182,25,27,40,35,31,33,14,17,52,42,18,119,53,22,29,42,22,45,2,4,33,20,3,8,0,0,0,0,0,0,0,36,0,4,7,2,0,20,8,3,2,6,1,23,4,5,9,1,8,1,2,3,0,17,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,1,3,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0,5,1,9,1,3,4,3,2,0,0,0,0,4,0
55 - Ηρακλείου,270 E.T. Δήμου Ηρακλείου,535,400,2,3,5,395,195,39,22,57,35,21,42,14,13,72,33,34,104,43,19,21,38,15,35,3,6,16,13,5,4,0,0,0,0,0,0,0,31,11,5,9,1,10,14,2,2,1,4,2,19,1,1,4,0,5,0,0,3,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,1,1,1,0,4,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,5,3,3,1,5,5,1,2,0,0,0,0,5,0
55 - Ηρακλείου,271 E.T. Δήμου Ηρακλείου,556,401,7,0,7,394,180,31,12,51,38,23,30,8,10,76,33,31,109,53,26,25,30,20,41,6,3,15,8,10,7,2,1,0,1,0,0,0,41,0,6,10,2,6,26,1,7,1,9,2,18,3,3,3,0,7,5,1,3,0,6,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,1,1,2,1,0,2,0,0,1,1,0,0,0,1,0,0,4,2,1,1,0,0,1,0,0,2,0,1,0,1,0,0,0,0,18,0,3,1,4,1,2,3,2,1,1,1,0,0,4,2
55 - Ηρακλείου,272 E.T. Δήμου Ηρακλείου,517,368,5,2,7,361,158,19,15,35,36,23,37,12,4,45,30,22,95,44,27,19,38,16,38,0,8,19,14,5,3,0,0,0,0,0,0,0,40,0,0,7,2,9,27,12,3,1,5,3,16,3,2,1,1,1,3,2,1,0,12,3,5,2,0,2,1,0,2,1,1,0,0,0,1,1,0,0,1,0,0,1,0,2,1,1,1,0,0,0,1,0,0,0,9,1,1,0,0,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4,4,4,4,2,3,4,1,0,0,0,0,5,3
55 - Ηρακλείου,273 E.T. Δήμου Ηρακλείου,523,391,3,1,4,387,172,24,16,51,36,20,37,8,6,54,28,25,105,38,20,21,35,22,41,3,7,18,21,2,5,4,2,3,0,0,0,0,42,0,4,8,3,5,22,4,2,1,7,4,20,4,2,5,0,7,0,1,1,1,12,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,1,0,2,1,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,21,0,2,1,2,1,4,1,1,4,1,2,0,0,5,3
55 - Ηρακλείου,274 E.T. Δήμου Ηρακλείου,554,414,5,2,7,407,191,21,24,50,40,28,4,15,13,50,30,26,102,41,20,22,29,23,39,4,2,10,16,1,2,2,0,0,0,0,0,0,47,2,3,13,1,6,22,15,5,3,6,3,17,3,2,2,2,7,7,1,1,0,12,1,3,1,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,2,3,0,1,0,0,1,0,0,0,1,1,2,0,6,2,1,1,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,2,0,1,2,1,1,3,4,1,1,0,0,5,3
55 - Ηρακλείου,275 E.T. Δήμου Ηρακλείου,536,357,2,2,4,353,162,18,16,57,39,13,34,15,5,67,31,16,86,37,15,19,30,15,35,5,5,10,11,3,9,4,3,5,1,3,0,3,29,0,3,3,0,0,19,4,0,2,14,1,29,0,2,12,2,12,3,2,1,2,23,0,3,1,0,0,1,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,12,4,0,0,2,1,5,1,0,5,2,4,1,0,0,0,0,0,0,0,3,0,0,0,2,1,2,2,1,1,1,0,0,0,0,0,0,0,11,0,1,0,3,0,0,0,0,1,1,1,0,0,2,0
55 - Ηρακλείου,276 E.T. Δήμου Ηρακλείου,539,374,6,1,7,367,190,19,14,57,50,18,35,14,8,67,42,38,81,37,13,23,28,22,25,5,7,8,9,5,7,4,2,2,1,1,0,0,24,0,4,6,0,0,9,0,2,0,3,0,32,3,0,24,0,23,2,0,0,0,28,0,5,1,0,1,1,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,5,1,0,1,0,0,0,0,1,1,0,0,2,1,1,0,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,3,2,1,1,2,3,4,3,3,0,0,2,1
55 - Ηρακλείου,277 E.T. Δήμου Ηρακλείου,561,361,1,3,4,357,164,15,21,33,34,21,25,8,14,42,40,32,107,38,30,28,38,22,33,11,8,11,11,3,9,3,1,1,2,0,1,3,38,0,2,13,1,1,24,7,1,0,9,6,14,3,4,5,2,8,0,2,3,0,10,1,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,1,0,4,3,0,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,2,1,1,0,0,0,0,0,3,3
55 - Ηρακλείου,278 E.T. Δήμου Ηρακλείου,551,341,3,0,3,338,183,19,18,56,38,20,24,11,9,61,29,32,76,34,17,11,26,24,17,3,4,9,10,2,3,0,0,0,0,0,0,0,23,0,0,0,0,3,15,0,0,1,3,2,13,2,1,5,2,3,0,0,1,1,8,1,3,1,0,0,1,1,0,1,1,1,0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,1,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17,0,3,1,3,1,2,1,4,3,2,2,0,0,4,3
55 - Ηρακλείου,279 E.T. Δήμου Ηρακλείου,531,351,0,0,0,351,176,24,20,62,30,31,26,13,11,60,40,27,81,26,14,20,29,22,21,2,5,9,13,3,8,1,1,2,1,5,1,2,24,0,4,3,0,2,15,2,0,0,3,2,23,0,2,12,0,11,3,0,4,2,18,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,2,0,0,3,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,16,0,3,1,4,1,4,3,1,3,2,1,0,0,10,4
55 - Ηρακλείου,280 E.T. Δήμου Ηρακλείου,531,294,6,3,9,285,133,15,11,45,34,12,31,9,7,35,31,17,86,26,18,20,25,20,29,1,4,11,14,2,2,0,0,0,0,0,0,0,27,8,2,4,2,2,14,7,0,0,1,2,10,1,1,3,0,7,0,0,0,1,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,3,0,1,0,1,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,3,0,1,0,2,1,0,0,0,0,5,0
55 - Ηρακλείου,281 E.T. Δήμου Ηρακλείου,535,387,4,1,5,382,164,16,12,42,52,15,26,8,4,63,30,32,133,50,24,22,43,24,50,3,6,29,19,4,4,0,0,0,0,0,0,0,29,0,2,7,1,4,21,7,1,0,7,4,10,1,2,0,0,1,2,0,1,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,1,2,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,0,7,3,2,0,4,2,0,3,0,0,0,0,4,0
55 - Ηρακλείου,282 E.T. Δήμου Ηρακλείου,568,399,10,1,11,388,182,35,22,51,38,20,44,11,4,62,31,28,101,45,24,24,42,17,33,5,2,12,0,3,7,1,1,3,0,0,0,0,33,6,9,6,2,2,19,4,0,0,9,4,15,1,1,4,0,5,0,2,1,0,8,1,2,1,1,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,2,1,1,0,1,0,0,2,1,0,0,14,1,1,0,2,1,2,2,0,5,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,2,3,1,2,5,0,2,1,1,0,0,3,3
55 - Ηρακλείου,283 E.T. Δήμου Ηρακλείου,558,398,6,3,9,389,172,26,14,45,37,24,35,12,10,52,30,33,139,58,23,27,48,25,66,8,8,26,13,4,3,1,0,0,1,1,0,2,25,0,1,6,0,2,15,4,2,2,5,3,16,2,3,3,3,4,2,1,2,3,10,0,4,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,2,0,0,1,0,0,0,1,2,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,13,0,2,4,2,0,1,2,0,2,1,2,0,0,4,0
55 - Ηρακλείου,284 E.T. Δήμου Ηρακλείου,535,388,10,1,11,377,173,28,20,58,36,31,21,12,11,54,34,17,110,31,31,19,33,41,54,0,4,15,14,2,3,0,0,0,0,0,0,0,29,0,5,3,1,2,14,7,0,0,4,1,13,1,2,5,1,9,1,1,0,2,5,4,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,1,1,1,2,2,0,1,2,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19,0,1,4,5,1,2,2,0,3,0,0,0,0,7,0
55 - Ηρακλείου,285 E.T. Δήμου Ηρακλείου,529,394,2,3,5,389,192,26,29,46,44,21,44,20,8,61,36,21,97,31,20,29,27,12,41,5,1,13,15,3,1,0,0,0,0,0,0,0,30,0,2,1,0,10,14,4,2,1,5,2,26,2,2,8,3,7,0,2,0,3,17,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,0,0,2,1,1,0,2,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,1,6,0,2,0,2,2,1,0,0,0,0,6,0
55 - Ηρακλείου,286 E.T. Δήμου Ηρακλείου,550,383,3,0,3,380,193,46,32,57,38,29,33,10,6,72,13,25,104,33,30,24,11,16,15,6,6,15,12,4,5,0,0,0,0,0,0,0,26,0,4,4,1,2,22,3,0,1,4,2,15,0,4,3,0,7,0,2,1,0,7,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,2,1,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,4,2,5,1,1,2,2,2,0,0,0,0,3,0
55 - Ηρακλείου,287 E.T. Δήμου Ηρακλείου,569,408,8,3,11,397,172,26,18,46,33,21,35,7,8,66,47,28,114,50,23,24,25,16,54,5,4,15,11,3,10,0,0,0,0,0,0,0,23,0,3,4,1,4,13,0,3,0,5,5,24,4,1,5,1,3,0,0,2,0,11,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,19,0,1,4,6,1,4,4,3,0,0,0,0,0,9,0
55 - Ηρακλείου,288 E.T. Δήμου Ηρακλείου,534,382,7,2,9,373,159,19,19,43,35,19,31,17,11,58,38,19,118,45,24,23,41,27,42,3,5,22,17,7,4,0,0,0,0,0,0,0,26,0,3,7,1,7,16,5,3,0,4,2,12,1,1,4,0,2,1,0,1,1,7,2,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0,1,4,2,0,2,5,2,4,0,0,0,0,2,0
55 - Ηρακλείου,289 E.T. Δήμου Ηρακλείου,535,361,5,3,8,353,181,35,26,50,49,23,31,18,8,43,28,20,95,33,17,21,35,13,46,6,2,13,6,6,2,1,1,1,2,1,0,0,24,0,4,6,1,3,16,3,1,1,7,1,20,6,6,6,1,8,0,1,1,5,14,2,3,1,0,0,1,0,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,2,3,10,0,0,1,2,0,1,1,3,0,0,0,0,0,6,1
55 - Ηρακλείου,290 E.T. Δήμου Ηρακλείου,529,349,4,2,6,343,145,20,17,47,31,15,28,8,11,48,35,24,114,47,24,17,40,15,52,7,4,20,12,0,7,2,3,0,2,4,0,1,25,4,1,7,1,1,12,3,1,4,4,1,14,3,3,1,2,4,3,1,1,2,5,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,1,4,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,17,7,1,4,0,1,2,2,1,4,2,3,0,0,4,3
