ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΝΑΓΝΩΣΤΟΥ ΘΕΟΦΑΝΩ του Γεωργίου,ΚΑΡΑΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΜΑΝΤΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΝΑΣΣΗ ΟΛΓΑ του Ελευθερίου,ΣΠΕΓΓΟΣ ΑΡΙΣΤΕΙΔΗΣ-ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΣΤΕΦΟΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΤΖΟΥΦΗ ΜΕΡΟΠΗ του Στέφανου,Νέα Δημοκρατία,ΑΜΥΡΑΣ ΓΕΩΡΓΙΟΣ του Στυλιανού,ΔΑΡΔΑΜΑΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ματθαίου,ΚΑΛΟΓΙΑΝΝΗΣ ΣΤΑΥΡΟΣ του Ελευθερίου,ΚΕΦΑΛΑ ΜΑΡΙΑ-ΑΛΕΞΑΝΔΡΑ του Στεφάνου,ΤΑΣΟΥΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αναστασίου,ΤΖΑΡΟΥΧΗ ΣΟΦΙΑ του Αποστόλου,ΤΣΟΥΛΑΚΗ ΜΑΡΙΑ του Θεμιστοκλή,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΔΟΥΚΑ ΠΟΛΥΞΕΝΗ (ΞΕΝΙΑ) του Γεωργίου,ΛΙΛΛΗΣ ΝΙΚΟΛΑΟΣ του Μιχαήλ,ΠΑΠΑΣΤΑΘΗ ΦΩΤΕΙΝΗ του Δημητρίου,ΤΣΑΓΚΑΣ ΧΡΙΣΤΟΦΟΡΟΣ του Γεωργίου,ΤΣΙΑΓΚΑΒΕΛΗΣ ΑΛΕΞΑΝΔΡΟΣ του Αχιλλέα,Κίνημα Αλλαγής,ΓΑΤΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΖΑΡΠΑΛΑΣ ΣΩΤΗΡΗΣ του Κωνσταντίνου,ΖΗΚΟΥ ΜΑΡΓΑΡΙΤΑ του Γεωργίου,ΚΑΣΣΗΣ ΜΙΧΑΗΛ του Αριστείδη,ΜΑΝΤΑΛΟΒΑΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΜΠΑΡΜΠΑ ΒΑΣΙΛΙΚΗ (ΒΑΝΑ) του Χαραλάμπους,ΣΑΡΑΝΤΟΠΟΥΛΟΥ-ΠΡΕΝΤΖΑ ΑΙΚΑΤΕΡΙΝΗ του Λεωνίδα,Κ.Κ.Ε.,ΕΞΑΡΧΟΣ ΝΙΚΟΛΑΟΣ του Θεοφάνη,ΜΠΟΜΠΟΛΗ ΑΦΡΟΔΙΤΗ του Δημητρίου,ΝΑΚΟΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΠΑΠΠΑΣ ΧΑΡΑΛΑΜΠΟΣ του Αλεξάνδρου,ΤΑΣΙΟΥΛΑΣ ΔΗΜΗΤΡΙΟΣ του Αναστασίου,ΤΟΥΛΚΙΑΡΙΔΟΥ ΧΡΙΣΤΙΝΑ του Σάββα,ΤΣΟΥΜΑΝΗ ΟΛΓΑ (ΟΛΥ) του Γεωργίου,Ένωση Κεντρώων,ΑΡΓΥΡΗΣ ΣΤΑΥΡΟΣ του Χρήστου,ΔΑΝΕΛΛΑΣ ΔΗΜΟΣΘΕΝΗΣ του Αδαμαντίου,ΔΗΜΟΣ ΟΔΥΣΣΕΑΣ του Αντώνη,ΔΟΣΗ ΒΑΣΙΛΙΚΗ του Μενελάου,ΕΠΙΤΡΟΠΑΚΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΛΕΒΕΝΤΗ - ΜΠΑΚΑΛΟΥ ΔΙΑΛΕΚΤΗ του Παντελή,ΣΠΥΡΟΝΙΚΟΥ ΧΡΙΣΤΙΝΑ του Αλεξάνδρου,Ο.Κ.Δ.Ε.,ΓΕΩΡΓΙΑΔΗΣ ΣΤΕΦΑΝΟΣ του Ευάγγελου,ΜΠΑΛΤΖΩΗ ΦΩΤΕΙΝΗ του Λάμπρου,ΠΛΑΣΤΗΡΑ ΕΛΠΙΝΙΚΗ του Δημητρίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΛΑΧΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΓΚΙΚΑ ΛΟΥΪΖΑ του Δημητρίου,ΜΠΑΚΟΛΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΠΑΣΣΙΑΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΤΟΛΗ ΕΥΑΓΓΕΛΙΑ του Ιωάννη,Ελλήνων Συνέλευσις,ΓΡΑΜΜΟΖΗ ΑΓΓΕΛΙΚΗ (ΑΝΤΖΥ) του Ζήση,ΔΕΡΕΚΑΣ ΑΓΓΕΛΟΣ του Αναστασίου,ΚΩΤΣΟΡΙΔΗΣ ΣΤΕΡΓΙΟΣ του Χαραλάμπους,ΝΤΑΣΙΟΥ ΜΑΡΙΑ του Σωτηρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΒΑΪΑ (ΒΑΝΕΣΣΑ) του Αθανασίου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΡΑΧΑΜΗ ΕΙΡΗΝΗ του Ελευθερίου,ΠΑΠΑΤΟΛΗΣ ΠΑΝΤΕΛΗΣ του Ναπολέωντα,ΣΤΑΜΙΔΗ ΒΑΣΙΛΙΚΗ του Χρήστου,ΤΖΑΛΛΑΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου,ΤΣΟΥΡΗΣ ΧΑΡΑΛΑΜΠΟΣ του Βασιλείου,Κ.Κ.Ε. (μ-λ),ΚΑΝΔΡΕΛΗ ΠΑΡΑΣΚΕΥΗ του Σωτηρίου,ΜΙΧΟΥ ΦΩΤΕΙΝΗ του Δημητρίου,ΠΑΚΟΣ ΑΛΕΞΑΝΔΡΟΣ του Ευθυμίου,ΠΑΠΑΝΔΡΕΟΥ ΠΕΤΡΟΣ του Κωνσταντίνου,ΣΤΡΑΤΟΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,ΤΣΙΛΙΚΑΤΗΣ ΧΡΗΣΤΟΣ του Νικολάου,Μ-Λ Κ.Κ.Ε.,ΑΘΑΝΑΣΙΟΥ ΧΡΥΣΑΝΘΗ του Παντελή,ΓΡΑΒΟΣ ΕΥΑΓΓΕΛΟΣ του Δημοσθένους,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΓΚΟΓΚΟΥ ΙΟΥΛΙΑ του Φιλίππου,ΖΑΦΕΙΡΗ ΓΙΟΛΑΝΤΑ του Χρήστου,ΚΟΥΜΕΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΠΑΜΙΧΑΗΛ ΑΡΙΣΤΕΙΔΗΣ του Μιχαήλ,ΤΣΙΩΛΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,Λαϊκή Ενότητα,ΓΟΔΕΒΕΝΟΣ ΠΕΤΡΟΣ του Γεωργίου,ΓΟΥΡΖΗ ΕΥΤΥΧΙΑ του Εμμανουήλ,ΜΠΟΥΚΗ ΕΛΕΝΗ του Φωτίου,ΤΣΑΚΑΝΙΚΑΣ ΓΕΩΡΓΙΟΣ του Πέτρου,ΜέΡΑ25,ΒΑΚΟΛΙΔΗΣ ΝΙΚΟΛΑΟΣ του Θεοχάρη,ΛΑΜΠΡΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΛΙΟΥΤΑ ΛΑΜΠΡΙΝΗ (ΠΑΣΧΑΛΙΝΑ) του Κωνσταντίνου,ΜΠΑΪΡΑΚΤΑΡΗ ΡΟΔΑΝΘΗ-ΑΡΙΣΤΕΑ του Ιωάννη,ΤΣΟΥΝΗΣ ΠΑΝΑΓΙΩΤΗΣ (ΒΟΣΤΙΝΙΩΤΗΣ) του Δημητρίου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΡΑΒΑΝΤΙΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Καίσαρος  Χοϊδά,ΖΟΥΚΗ ΣΤΑΥΡΟΥΛΑ του Ιωάννη,ΜΠΙΚΑ ΕΛΛΗ του Ιωάννη,ΜΠΙΚΑΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΠΑΠΠΑΣ ΦΙΛΙΠΠΟΣ του Χριστόδουλου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΛΑΜΠΡΟΣ ΧΡΗΣΤΟΣ του Νικολάου,ΛΙΤΣΙΟΣ ΕΥΑΓΓΕΛΟΣ του Χρήστου,ΤΖΑΛΑΛΗ ΧΡΙΣΤΙΝΑ του Στέργιου
18 - Ιωαννίνων,54 E.T. Δήμου Δωδώνης,272,162,0,1,1,161,58,2,5,8,6,4,16,25,77,9,35,36,16,30,3,4,2,2,0,1,1,0,15,9,7,1,2,3,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,55 E.T. Δήμου Δωδώνης,325,187,1,0,1,186,55,2,8,16,5,3,23,26,94,10,31,43,28,18,5,13,1,0,0,0,0,0,17,14,0,1,1,4,6,0,7,3,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,2,0,0,0,0,0,0,0,2,0,1,2
18 - Ιωαννίνων,56 E.T. Δήμου Δωδώνης,338,161,2,1,3,158,49,7,8,15,3,1,16,12,86,17,9,39,18,23,14,8,1,1,0,0,1,0,7,1,3,0,0,4,3,0,5,1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,57 E.T. Δήμου Δωδώνης,340,155,2,0,2,153,35,4,3,9,5,1,5,13,90,16,15,27,25,34,5,10,1,1,0,1,0,0,12,3,0,0,6,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
18 - Ιωαννίνων,58 E.T. Δήμου Δωδώνης,164,77,1,0,1,76,35,2,4,1,6,2,9,7,32,11,5,12,5,9,0,1,0,0,0,0,0,0,5,1,2,2,1,0,2,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,59 E.T. Δήμου Δωδώνης,209,112,0,0,0,112,31,3,3,8,3,3,14,16,58,13,2,18,32,15,2,3,2,0,0,1,1,0,6,1,1,2,1,1,4,0,4,3,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,3
18 - Ιωαννίνων,60 E.T. Δήμου Δωδώνης,148,55,4,0,4,51,22,1,2,4,0,0,6,12,23,1,0,4,6,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
18 - Ιωαννίνων,61 E.T. Δήμου Δωδώνης,300,148,2,0,2,146,68,4,4,14,2,3,26,22,55,7,3,9,9,43,2,4,0,0,0,0,0,0,4,1,0,0,2,0,1,0,13,2,0,3,0,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
18 - Ιωαννίνων,62 E.T. Δήμου Δωδώνης,376,199,2,1,3,196,78,5,20,15,9,5,21,26,62,11,8,16,12,39,4,5,0,0,0,0,0,0,21,9,7,6,3,3,1,1,14,5,1,4,0,3,6,6,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,4,0,1,0,0,0,0,0,0,6,2,1,2
18 - Ιωαννίνων,63 E.T. Δήμου Δωδώνης,270,139,3,1,4,135,49,3,15,5,2,2,21,15,42,6,6,9,21,22,3,1,6,0,1,0,1,0,14,0,0,5,3,9,1,0,9,6,0,1,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,1,3,3,1,1
18 - Ιωαννίνων,64 E.T. Δήμου Δωδώνης,409,245,3,5,8,237,76,4,6,18,10,9,27,25,94,21,13,8,32,54,0,26,9,1,2,0,2,2,33,10,9,1,4,19,9,0,5,1,0,0,1,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,2,3,1,2,0,0,0,0,0,3,2,0,3
18 - Ιωαννίνων,65 E.T. Δήμου Δωδώνης,271,140,3,0,3,137,34,1,6,7,7,2,9,8,66,19,12,20,27,23,8,8,4,1,2,0,1,0,13,7,3,1,1,3,5,0,5,0,1,1,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,66 E.T. Δήμου Δωδώνης,344,162,1,1,2,160,49,5,5,12,8,4,9,19,72,16,18,17,21,36,9,8,3,0,0,0,0,0,23,10,3,2,8,2,6,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
18 - Ιωαννίνων,67 E.T. Δήμου Δωδώνης,418,161,1,2,3,158,65,3,7,9,8,1,17,33,61,13,14,22,11,29,3,7,1,0,0,0,1,0,12,2,1,1,4,4,4,1,4,1,0,1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,3,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,6,5,1,5
18 - Ιωαννίνων,68 E.T. Δήμου Δωδώνης,228,117,2,0,2,115,39,4,4,4,5,2,16,14,52,11,24,5,19,8,1,11,1,1,0,1,0,0,9,3,1,1,3,1,4,0,5,2,0,1,1,1,0,3,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
18 - Ιωαννίνων,69 E.T. Δήμου Δωδώνης,303,148,5,0,5,143,52,4,9,9,4,2,32,11,53,15,11,22,15,12,4,5,6,1,0,2,3,1,18,9,5,5,2,5,4,0,5,1,0,2,1,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
18 - Ιωαννίνων,70 E.T. Δήμου Δωδώνης,136,50,2,0,2,48,22,1,2,14,6,2,4,2,23,2,10,8,14,9,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,71 E.T. Δήμου Δωδώνης,347,145,1,2,3,142,49,6,8,17,8,1,10,18,73,1,13,25,17,47,4,3,3,3,1,1,0,0,1,1,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,1,2,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,2,2,0,1
18 - Ιωαννίνων,72 E.T. Δήμου Δωδώνης,389,186,4,1,5,181,40,3,4,5,6,9,16,11,116,25,57,24,32,55,5,11,3,2,1,0,1,0,5,0,1,0,0,3,3,0,1,0,0,0,1,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,4,1,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,2,0,0,0,0,0,0,0,2,0,0,2
18 - Ιωαννίνων,73 E.T. Δήμου Δωδώνης,407,131,0,0,0,131,42,6,4,8,10,2,5,14,72,10,16,21,28,30,3,8,0,0,0,0,0,0,12,9,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,74 E.T. Δήμου Δωδώνης,393,215,4,0,4,211,57,4,2,9,5,1,16,11,115,24,39,32,37,37,5,12,6,2,4,0,5,0,24,12,10,2,4,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
18 - Ιωαννίνων,75 E.T. Δήμου Δωδώνης,266,127,0,0,0,127,44,3,6,12,4,2,15,15,51,3,15,7,33,18,3,9,3,0,0,0,0,0,10,2,0,1,1,6,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,5,0,1,8,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2
18 - Ιωαννίνων,76 E.T. Δήμου Δωδώνης,365,145,0,0,0,145,48,1,5,19,4,0,17,21,73,15,20,15,34,22,12,16,6,1,0,0,2,1,8,3,1,2,0,3,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,77 E.T. Δήμου Δωδώνης,254,114,0,0,0,114,45,2,23,7,3,0,29,1,33,4,14,13,3,9,0,3,0,0,0,0,0,0,24,11,8,0,5,7,0,0,6,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,1,0,0,1
18 - Ιωαννίνων,78 E.T. Δήμου Δωδώνης,215,111,1,0,1,110,22,1,3,4,1,1,4,12,68,9,33,12,36,19,0,7,3,1,1,0,2,0,2,0,0,1,0,0,2,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,5,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,79 E.T. Δήμου Δωδώνης,502,211,3,2,5,206,58,1,5,12,2,1,19,7,116,28,22,32,16,49,1,27,7,1,2,1,0,1,17,9,3,6,4,1,0,0,4,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18 - Ιωαννίνων,80 E.T. Δήμου Δωδώνης,132,59,0,0,0,59,35,3,2,4,2,0,25,8,18,2,2,6,1,6,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,81 E.T. Δήμου Δωδώνης,322,166,1,2,3,163,66,4,6,21,5,0,35,13,57,9,14,19,9,23,1,6,6,0,0,0,3,0,16,7,2,9,2,3,3,0,6,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
18 - Ιωαννίνων,82 E.T. Δήμου Δωδώνης,102,43,0,0,0,43,11,1,1,0,2,0,4,7,19,3,10,4,1,2,2,4,0,0,0,0,0,0,11,4,3,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,83 E.T. Δήμου Δωδώνης,207,71,0,1,1,70,39,2,4,7,2,8,17,13,23,9,8,4,3,5,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,84 E.T. Δήμου Δωδώνης,223,127,5,1,6,121,70,6,8,9,6,5,39,26,17,4,3,4,6,5,3,3,1,0,0,0,0,0,19,4,5,4,5,6,4,0,3,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0
18 - Ιωαννίνων,85 E.T. Δήμου Δωδώνης,164,72,1,0,1,71,33,4,3,7,1,2,11,6,28,3,7,3,9,6,1,11,0,0,0,0,0,0,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
18 - Ιωαννίνων,86 E.T. Δήμου Δωδώνης,337,148,2,2,4,144,47,10,5,5,6,2,12,13,65,16,7,17,12,29,6,26,7,7,0,0,0,0,7,2,1,2,1,2,1,0,3,1,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,3,2,2,1
18 - Ιωαννίνων,87 E.T. Δήμου Δωδώνης,188,72,0,2,2,70,22,1,4,4,6,2,6,8,25,2,2,8,6,14,0,6,3,2,0,0,2,0,2,0,1,0,1,0,0,0,5,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,2,1,2,0,0,0,0,0,0,1,0,0,0
18 - Ιωαννίνων,88 E.T. Δήμου Δωδώνης,201,82,3,1,4,78,25,3,3,4,3,2,10,9,34,5,4,3,18,11,4,10,1,0,0,0,0,1,6,2,0,1,0,6,1,0,4,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,89 E.T. Δήμου Δωδώνης,345,167,0,1,1,166,57,4,4,2,8,0,25,23,73,5,2,18,17,47,1,26,1,0,0,0,0,0,21,6,0,21,3,1,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
