ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΚΡΙΩΤΗΣ ΓΕΩΡΓΙΟΣ του Κυριάκου,ΑΠΟΣΤΟΛΟΥ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΛΙΒΑΝΙΟΥ ΖΩΗ του Ευαγγέλου,ΛΥΚΟΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΝΤΕΛΚΗ ΚΥΠΑΡΙΣΣΙΑ (ΠΑΡΗ) του Νικολάου,ΠΡΑΤΣΟΛΗΣ  ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Κλεάνθη,ΣΙΜΩΣΗ ΓΕΩΡΓΙΑ του Αθανασίου,ΧΑΤΖΗΓΙΑΝΝΑΚΗΣ  ΜΙΛΤΙΑΔΗΣ του Ευαγγέλου,Νέα Δημοκρατία,ΑΡΓΥΡΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΖΕΜΠΙΛΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΚΑΡΑΜΠΑΤΣΩΛΗ ΚΩΝΣΤΑΝΤΙΝΑ του Θεοδώρου,ΚΕΔΙΚΟΓΛΟΥ ΣΥΜΕΩΝ (ΣΙΜΟΣ) του Βασιλείου,ΜΑΝΩΛΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΜΙΜΙΚΟΥ ΕΥΑΓΓΕΛΙΑ του Αλεξάνδρου,ΠΑΠΠΑ ΑΝΝΑ του Δημητρίου,ΠΝΕΥΜΑΤΙΚΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΖΑΧΑΡΙΑΔΟΥ ΟΥΡΑΝΙΑ του Βασιλείου,ΚΑΡΑΓΑΣΗΣ ΑΝΑΣΤΑΣΙΟΣ του Βασιλείου,ΚΕΛΕΠΟΥΡΗΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΚΟΤΡΩΝΗΣ ΧΡΗΣΤΟΣ του Σταύρου,ΜΠΑΡΜΠΟΥΡΗΣ Ευάγγελος του Σπυρίδωνος,ΜΠΟΥΡΝΙΩΤΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΡΑΛΛΗ ΙΩΑΝΝΑ του Αναστασίου,ΧΑΛΙΩΤΗ ΑΡΓΥΡΩ του Ελευθερίου,Κίνημα Αλλαγής,ΓΕΝΝΗΜΑΤΑ ΦΩΤΕΙΝΗ (ΦΩΦΗ) του Γεωργίου,ΚΕΔΙΚΟΓΛΟΥ ΣΥΜΕΩΝ του Αγγέλου,ΜΠΟΥΡΟΔΗΜΟΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΠΑΛΑΙΟΛΟΓΟΥ - ΝΙΚΟΛΟΠΟΥΛΟΥ ΜΑΡΙΑ του Αθανασίου,ΠΑΠΑΔΙΟΧΟΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΠΑΠΑΝΑΣΤΑΣΙΟΥ ΑΣΗΜΙΝΑ (ΜΙΝΑ) του Δημητρίου,ΠΑΥΛΟΥ ΧΡΗΣΤΟΣ του Ταξιάρχη,ΣΕΠΕΤΗΣ ΑΝΑΣΤΑΣΙΟΣ του Κωνσταντίνου,Κ.Κ.Ε.,ΑΥΛΩΝΙΤΗ ΔΗΜΗΤΡΑ (ΤΑΝΙΑ) του Ευαγγέλου,ΓΕΩΡΓΑΝΤΖΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΜΑΡΙΝΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΝΙΚΟΛΑΟΥ ΓΕΩΡΓΙΟΣ του Βελισσαρίου,ΝΤΟΥΡΟΥ ΙΩΑΝΝΑ (ΣΟΦΙΑ) του Πέτρου,ΠΑΠΑΣΩΤΗΡΙΟΥ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΤΖΑΒΑΡΑΣ ΙΩΑΝΝΗΣ του Ευαγγέλου - Αντωνίου,ΤΣΙΒΙΚΑ ΓΡΑΝΕΤΑ του Ευαγγέλου,Ένωση Κεντρώων,ΒΛΑΧΟΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΓΙΑΝΝΑΚΟΥΡΗ ΑΝΝΑ - ΜΑΡΙΑ του Αναστασίου,ΓΚΑΒΑΛΗΣ ΝΙΚΟΛΑΟΣ του Προκοπίου,ΓΟΥΡΓΙΩΤΗ ΣΤΑΜΑΤΙΑ του Κωνσταντίνου,ΚΩΝΣΤΑΝΤΙΝΟΥ ΝΙΚΟΛΑΟΣ του Σταμούλη,ΝΤΑΡΛΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΣΕΤΤΑ ΕΛΕΝΗ του Σταύρου,ΧΑΤΖΗΑΘΑΝΑΣΙΟΥ ΝΙΚΟΛΑΟΣ του Αθανασίου,Ο.Κ.Δ.Ε.,ΘΕΟΔΩΡΙΔΗΣ ΓΕΩΡΓΙΟΣ του Φιλίππου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΑΦΕΙΑΔΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Χρήστου,ΜΕΘΕΝΙΤΗΣ ΣΠΥΡΙΔΩΝ (ΣΠΥΡΟΣ) του Αναστασίου,ΜΠΟΥΣΟΥΛΑΣ ΘΕΟΔΩΡΟΣ του Χαράλαμπου,Ελλήνων Συνέλευσις,ΘΕΜΕΛΗΣ ΧΡΙΣΤΟΦΟΡΟΣ του Ιωάννη,ΚΩΝΣΤΑΝΤΑΓΚΑ ΔΕΣΠΟΙΝΑ του Γεωργίου,ΛΑΜΠΡΙΝΟΣ ΕΥΑΓΓΕΛΟΣ του Θεοδώρου,ΜΟΣΧΗ ΤΣΑΜΠΙΚΑ (ΤΑΜΜΥ) του Κυριάκου,ΧΑΪΤΑΣ ΗΛΙΑΣ του Χαράλαμπου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΑΓΓΕΛΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΛΙΩΝΗΣ ΕΥΑΓΓΕΛΟΣ του Ιωάννη,ΜΠΑΣΟΥΚΟΣ ΑΠΟΣΤΟΛΟΣ του Ανέστη,ΜΩΡΑΪΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Σταύρου,ΠΟΛΙΤΗΣ ΝΙΚΟΛΑΟΣ του Ευαγγέλου,ΠΡΩΤΟΝΟΤΑΡΙΟΥ ΑΡΤΕΜΗΣΙΑ του Νικολάου,ΣΙΜΙΤΖΗ ΕΛΕΝΗ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΤΣΙΛΙΧΡΗΣΤΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΖΩΓΡΑΦΟΥ ΣΟΥΛΤΑΝΑ του Κωνσταντίνου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΔΕΔΕΣ ΙΩΑΝΝΗΣ του Αντωνίου,ΖΑΝΙΔΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Εμμανουήλ,ΚΑΝΤΟΥΡΟΣ ΣΤΥΛΙΑΝΟΣ του Βασιλείου,ΝΤΟΥΜΑ ΑΡΙΑΔΝΗ του Νικολάου,ΡΟΥΤΣΗΣ ΠΑΣΧΑΛΗΣ του Βασιλείου,ΧΑΤΖΗΘΕΟΔΩΡΟΥ ΔΗΜΗΤΡΑ του Στυλιανού,Λαϊκή Ενότητα,ΓΚΙΜΤΣΑΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΛΑΜΠΡΟΥ ΑΘΑΝΑΣΙΟΣ του Χαραλάμπους,ΤΑΜΠΟΥΡΑΤΖΗ ΔΗΜΗΤΡΑ του Αναστασίου,ΜέΡΑ25,ΑΒΔΕΛΑΣ ΕΥΑΓΓΕΛΟΣ του Λεωνίδα,ΓΕΩΡΓΑΚΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΜΕΣΙΤΗ ΔΕΣΠΟΙΝΑ του Μαρσέλου,ΠΑΠΑΪΩΑΝΝΟΥ ΙΩΑΝΝΗΣ του Δημήτρη,ΣΚΙΑΔΑΡΕΣΗ ΑΝΝΑ του Γεράσιμου,ΤΡΙΜΙΝΤΖΙΟΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΘΑΝΑΣΙΑΔΗ ΝΑΤΑΛΙΑ του Ιωάννη,ΔΡΑΚΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Παναγιώτη,ΚΑΤΣΟΣ ΒΑΓΙΑΣ του Δημητρίου,ΚΡΙΝΗΣ ΑΝΤΩΝΙΟΣ του Ελευθερίου,ΚΡΟΤΣΕΤΗ ΓΕΩΡΓΙΑ του Βασιλείου,ΤΣΙΡΜΠΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΜΙΝΤΖΙΦΙΡΗ ΕΛΕΝΗ του Αλεξάνδρου,ΡΟΥΜΠΗΣ ΕΥΑΓΓΕΛΟΣ του Ευθυμίου
37 - Ευβοιας,53 E.T. Δήμου Διρφύων - Μεσσαπίων,450,304,9,3,12,292,90,12,19,8,6,4,23,7,18,92,18,19,4,56,2,5,15,16,9,1,1,1,2,0,0,3,2,34,0,8,21,0,0,4,3,0,9,1,1,4,1,3,0,1,2,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,1,4,1,3,0,0,0,0,5,0,0,1,0,0,4,0,0,0,0,13,0,5,1,0,4,1,0,0,0,0,0,0,0,23,1,22
37 - Ευβοιας,54 E.T. Δήμου Ερέτριας,513,337,3,1,4,333,93,23,29,19,16,6,6,11,18,173,134,16,10,20,9,1,14,43,2,0,0,0,0,0,0,0,0,15,0,4,8,1,2,2,1,3,12,1,0,6,0,3,1,0,2,7,2,2,1,2,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,1,1,2,3,0,2,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,13,1,3,2,1,4,0,1,0,0,0,0,0,0,3,3,2
37 - Ευβοιας,55 E.T. Δήμου Ερέτριας,531,340,7,0,7,333,106,17,33,11,8,4,5,7,26,166,130,29,9,20,2,2,13,42,7,2,0,1,2,0,1,1,0,19,0,4,4,1,3,4,0,4,6,1,0,2,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2,8,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,1,1,1,2,0,2,1,0,0,0,1,0,4,2,2
37 - Ευβοιας,56 E.T. Δήμου Ερέτριας,510,345,2,2,4,341,93,12,23,13,10,5,6,13,23,172,114,38,8,35,10,2,19,32,7,1,1,2,0,1,1,1,1,20,0,4,12,5,1,3,1,1,6,2,0,2,0,2,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,22,3,1,15,5,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,10,2,0,2,1,0,1,3,0,0,0,0,0,0,0,1,1
37 - Ευβοιας,57 E.T. Δήμου Ερέτριας,512,328,12,2,14,314,66,12,22,10,15,2,7,11,10,185,118,30,6,48,19,6,13,45,6,1,0,1,1,2,0,0,0,11,4,5,3,0,2,3,0,0,7,1,0,2,0,2,0,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,2,11,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,2,2,1,0,2,1,0,0,1,0,1,5,3,2
37 - Ευβοιας,58 E.T. Δήμου Ερέτριας,510,325,8,0,8,317,103,26,32,15,11,6,15,17,19,164,108,42,3,21,7,3,24,52,1,0,0,0,0,0,0,0,0,17,2,5,7,1,1,2,2,7,4,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,3,2,0,2,0,1,0,0,0,0,0,0,3,0,0
37 - Ευβοιας,59 E.T. Δήμου Ερέτριας,513,345,0,3,3,342,114,26,36,15,16,4,6,23,23,155,110,15,5,29,3,1,15,50,9,2,0,1,0,3,0,3,3,19,0,9,6,2,3,5,0,1,12,1,1,8,1,3,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,3,6,4,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,1,3,2,2,4,2,2,0,0,2,0,1,0,3,1,1
37 - Ευβοιας,60 E.T. Δήμου Ερέτριας,538,366,3,3,6,360,112,17,37,17,9,5,9,7,27,158,92,25,7,36,6,2,25,46,7,1,0,0,0,3,1,2,3,28,0,9,9,0,3,10,1,0,18,0,0,11,1,5,4,0,0,5,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,14,1,3,7,4,1,4,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1,0,1,1,1,4,0,0,0,0,0,0,0,8,1,1
37 - Ευβοιας,61 E.T. Δήμου Ερέτριας,535,322,5,2,7,315,105,24,30,13,13,5,4,16,15,115,69,16,2,29,4,3,10,21,5,0,1,2,0,0,0,1,0,12,0,4,2,2,2,4,0,1,20,1,0,13,0,7,3,0,0,6,1,2,2,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,23,3,5,11,6,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,6,0,2,1,3,0,3,1,0,0,0,0,0,15,10,5
37 - Ευβοιας,62 E.T. Δήμου Ερέτριας,471,333,5,3,8,325,119,24,40,13,5,3,8,10,31,134,77,29,13,39,3,1,24,18,12,2,0,0,1,2,1,2,1,24,10,12,9,1,0,1,0,0,6,1,0,2,0,2,0,0,0,3,0,1,0,0,0,0,1,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,14,1,4,3,2,1,3,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,6,0,2,3,1,2,0,1,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,63 E.T. Δήμου Ερέτριας,460,324,2,3,5,319,120,25,38,14,9,4,7,13,32,139,77,45,8,33,12,2,17,37,5,1,0,1,0,0,0,2,1,21,0,10,7,1,4,5,0,0,7,0,1,3,1,0,2,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,2,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,8,0,3,1,1,3,0,1,0,0,0,0,0,0,2,0,0
37 - Ευβοιας,64 E.T. Δήμου Ερέτριας,481,322,3,2,5,317,105,21,25,14,10,2,3,14,24,155,75,43,8,34,5,2,28,26,5,0,0,0,0,0,0,0,0,22,0,12,9,0,2,4,0,2,9,1,0,6,0,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,5,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,65 E.T. Δήμου Ερέτριας,462,320,4,1,5,315,119,30,39,17,8,5,9,12,22,129,76,23,1,28,2,5,15,37,10,0,1,0,3,1,1,3,0,16,0,12,3,0,2,3,2,0,5,0,0,4,0,0,3,1,1,4,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,12,0,3,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,1,1,2,2,2,1,0,0,1,1,0,7,4,5
37 - Ευβοιας,66 E.T. Δήμου Ερέτριας,415,282,3,2,5,277,63,12,18,14,8,1,2,7,8,135,75,40,7,28,3,8,12,37,5,0,0,0,0,0,0,0,0,24,6,7,10,1,9,4,0,0,8,3,1,1,3,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,25,2,8,7,13,2,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0
37 - Ευβοιας,67 E.T. Δήμου Ερέτριας,365,169,1,1,2,167,41,7,19,10,3,1,3,6,6,85,48,21,4,30,16,2,8,17,0,0,0,0,0,0,0,0,0,12,0,6,4,0,0,3,0,0,2,1,1,1,0,0,0,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,6,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,2,1,4,0,0,0,0,0,0,0,0,8,5,4
37 - Ευβοιας,68 E.T. Δήμου Ερέτριας,521,350,1,1,2,348,134,33,36,25,10,10,4,15,40,142,57,19,10,57,3,9,21,27,5,3,1,0,0,2,0,2,0,21,7,6,6,1,3,2,1,0,13,2,0,8,0,4,5,0,2,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,16,0,7,0,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6,0,1,0,0,2,1,3,0,0,0,0,0,0,3,1,1
37 - Ευβοιας,69 E.T. Δήμου Ερέτριας,561,394,7,1,8,386,138,32,40,20,14,11,6,11,37,153,69,30,15,55,6,2,31,26,10,0,0,2,2,1,2,2,1,22,2,5,7,3,0,6,4,0,20,3,1,4,1,3,5,0,6,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,15,1,10,4,1,1,1,1,1,1,0,5,2,1,0,0,0,0,0,0,0,0,6,0,1,0,1,1,0,0,0,0,0,0,0,0,8,6,1
37 - Ευβοιας,70 E.T. Δήμου Ερέτριας,547,337,3,2,5,332,123,20,24,23,17,13,5,18,35,128,36,17,11,67,2,9,10,13,8,3,2,1,0,1,0,0,0,18,0,5,10,0,0,3,0,1,10,0,0,6,1,2,5,0,1,3,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,25,5,12,5,6,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,5,0,0,1,1,0,1,1,0,0,0,0,0,0,5,4,2
37 - Ευβοιας,71 E.T. Δήμου Ερέτριας,541,337,6,0,6,331,129,32,33,17,22,3,7,4,25,105,37,17,9,46,6,5,11,15,11,1,0,2,1,4,1,1,0,26,0,13,1,2,2,5,1,3,19,3,3,10,1,2,5,1,1,4,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,25,1,16,5,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,4,3,1
37 - Ευβοιας,72 E.T. Δήμου Ερέτριας,529,339,2,0,2,337,137,39,28,25,20,8,8,18,24,127,61,17,10,54,7,7,20,21,7,3,2,2,0,2,1,1,1,12,0,7,3,1,1,6,0,0,12,2,1,7,0,3,4,1,0,3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,17,1,12,0,6,1,0,0,0,1,0,2,2,1,0,0,1,0,1,1,0,1,12,1,2,4,1,4,1,1,1,1,0,0,0,0,4,1,2
37 - Ευβοιας,73 E.T. Δήμου Ερέτριας,527,310,3,0,3,307,117,14,21,23,11,6,5,12,23,107,34,14,7,40,6,4,15,22,5,0,0,0,0,0,0,0,0,24,0,13,4,4,3,4,2,1,16,2,1,3,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11,1,4,0,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,1,2,1,0,0,0,0,0,0,12,0,0
37 - Ευβοιας,74 E.T. Δήμου Ερέτριας,527,352,4,3,7,345,108,21,24,19,9,3,6,11,20,158,71,26,5,96,3,0,18,16,9,1,1,1,0,1,0,1,1,14,0,7,4,0,1,2,0,0,6,1,1,2,0,1,1,0,0,4,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,19,2,2,0,2,0,0,0,0,5,3,0,4,1,0,1,0,0,0,0,10,1,3,2,1,1,1,2,0,1,1,1,0,0,4,2,2
37 - Ευβοιας,75 E.T. Δήμου Ερέτριας,570,341,8,1,9,332,130,28,28,19,16,6,3,12,30,124,61,11,3,46,4,5,20,20,4,0,0,1,1,1,0,0,1,25,8,7,9,1,0,8,2,0,13,3,1,8,1,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,8,1,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,14,1,2,2,2,3,0,0,0,0,0,0,0,0,7,0,0
37 - Ευβοιας,76 E.T. Δήμου Ερέτριας,523,324,8,5,13,311,111,30,24,23,12,7,7,17,23,122,37,15,14,53,12,8,20,33,8,0,0,0,0,0,0,0,0,14,6,4,2,0,1,4,1,1,14,2,0,7,2,0,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,9,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,10,1,2,1,0,1,0,1,0,0,0,0,0,0,10,0,0
37 - Ευβοιας,77 E.T. Δήμου Ερέτριας,521,306,3,2,5,301,109,31,29,24,26,6,7,20,30,113,51,12,19,35,5,5,28,23,1,0,0,1,1,0,0,0,0,6,4,4,0,1,0,0,0,0,16,2,1,7,0,5,6,0,2,2,1,0,0,2,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,32,3,22,5,6,3,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,1,1,1,2,4,1,0,0,0,0,0,0,0,10,7,6
37 - Ευβοιας,78 E.T. Δήμου Ερέτριας,520,310,5,1,6,304,110,30,31,24,18,7,3,13,21,120,43,21,13,57,6,12,22,20,1,0,0,1,0,1,0,0,0,13,0,5,3,5,0,2,1,1,13,5,1,5,1,5,0,2,3,6,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,19,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,1,3,2,1,0,0,0,0,0,0,0,8,3,4
37 - Ευβοιας,79 E.T. Δήμου Ερέτριας,545,360,5,4,9,351,103,27,31,12,14,6,3,12,29,135,54,18,9,51,8,4,9,35,11,4,1,1,0,1,1,1,0,19,7,14,1,1,2,6,2,0,10,1,0,6,0,1,4,0,3,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,34,4,21,4,0,1,4,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,13,1,2,3,1,2,0,5,1,0,0,2,0,0,11,5,4
37 - Ευβοιας,80 E.T. Δήμου Ιστιαίας - Αιδηψού,567,363,10,2,12,351,103,9,35,17,4,21,12,8,19,127,12,28,3,57,12,9,17,33,2,0,0,0,0,1,1,1,1,37,0,22,3,2,0,5,1,1,19,2,3,10,1,2,9,1,1,4,1,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,26,5,3,1,11,2,3,1,1,1,0,5,0,0,1,0,0,0,1,1,1,0,12,2,1,2,1,3,1,1,0,0,0,0,1,0,9,6,5
37 - Ευβοιας,81 E.T. Δήμου Ιστιαίας - Αιδηψού,521,333,4,1,5,328,114,17,43,12,9,29,6,15,16,102,8,24,4,47,8,8,15,31,8,1,4,2,1,1,1,1,0,43,0,28,5,3,0,6,2,4,15,0,2,5,0,0,4,1,2,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,6,3,2,12,3,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,6,1,1,3,0,2,0,1,0,0,1,0,1,0,8,2,0
37 - Ευβοιας,82 E.T. Δήμου Ιστιαίας - Αιδηψού,520,287,0,1,1,286,76,8,29,4,5,25,4,6,10,121,7,17,1,62,15,9,20,31,7,0,0,0,0,0,0,0,0,28,7,19,4,1,0,6,1,1,18,1,2,7,2,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,5,0,1,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,14,0,2,2,1,6,0,0,0,0,0,0,0,0,9,0,0
37 - Ευβοιας,83 E.T. Δήμου Ιστιαίας - Αιδηψού,524,298,6,0,6,292,96,5,33,7,9,24,6,7,10,111,14,24,2,49,9,0,26,30,7,0,5,0,0,0,1,0,0,20,0,16,1,0,0,1,0,1,11,0,0,4,0,2,1,0,0,2,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,13,0,2,2,7,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,2,1,2,2,3,3,0,0,0,0,0,0,0,16,5,4
37 - Ευβοιας,84 E.T. Δήμου Ιστιαίας - Αιδηψού,551,357,6,5,11,346,128,13,55,17,7,42,7,17,9,113,3,21,9,82,14,2,19,16,6,0,0,0,0,0,0,0,0,19,0,15,0,2,1,6,1,0,17,2,0,0,0,3,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,3,6,0,11,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,2,2,1,1,0,1,0,0,0,0,0,0,22,0,0
37 - Ευβοιας,85 E.T. Δήμου Ιστιαίας - Αιδηψού,404,266,1,1,2,264,95,15,38,8,8,21,9,7,6,92,14,17,1,44,7,8,14,25,5,0,2,3,0,2,0,0,0,16,0,12,0,2,2,1,0,0,14,1,3,7,1,1,2,1,2,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,1,1,1,10,0,3,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,4,0,3,0,0,1,0,3,0,0,0,1,0,0,8,4,3
37 - Ευβοιας,86 E.T. Δήμου Ιστιαίας - Αιδηψού,432,258,0,4,4,254,121,16,42,15,6,26,7,7,18,58,4,9,2,22,13,2,2,7,5,0,1,0,0,0,0,0,0,23,3,17,3,1,1,3,0,2,20,1,1,8,0,2,6,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2
37 - Ευβοιας,87 E.T. Δήμου Ιστιαίας - Αιδηψού,498,287,4,0,4,283,113,11,39,12,8,27,11,9,15,77,4,15,1,33,4,3,4,12,9,0,0,0,0,0,0,0,0,16,0,8,1,1,0,2,0,2,26,6,2,17,0,3,13,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2,4,6,2,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,0,2,0,2,2,1,1,0,0,0,0,0,0,10,0,0
