ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΓΑΘΟΠΟΥΛΟΥ ΕΙΡΗΝΗ-ΕΛΕΝΗ του Δημητρίου,ΚΑΠΝΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Παναγιώτη,ΠΕΡΠΕΡΙΔΗΣ ΓΕΩΡΓΙΟΣ του Χαράλαμπου,ΦΟΥΡΑΣ ΠΕΤΡΟΣ του Γεωργίου,ΨΑΡΡΑ ΣΟΦΙΑ του Θεοδώρου,Νέα Δημοκρατία,ΑΝΑΝΙΑΔΟΥ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Σολομώντος,ΓΕΩΡΓΑΝΤΑΣ ΓΕΩΡΓΙΟΣ του Παύλου,ΚΙΛΤΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΞΟΠΛΙΔΟΥ ΑΜΑΛΙΑ του Δημητρίου,ΣΑΧΠΕΚΙΔΗΣ ΝΙΚΟΛΑΟΣ του Αναστασίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΗΛΙΑΔΟΥ ΧΡΙΣΤΙΝΑ (ΜΠΑΚΑ) του Γεωργίου,ΚΑΛΟΜΟΙΡΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Γρηγορίου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ (ΤΟΝΗΣ) του Σάββα,ΠΑΠΑΔΟΠΟΥΛΟΥ ΧΡΥΣΗ του Μωϋσή ,ΧΑΤΖΗΣΑΒΒΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,Κίνημα Αλλαγής,ΑΝΑΣΤΑΣΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΜΠΑΝΤΡΑ ΚΑΛΙΡΟΗ του Κωνσταντίνου,ΠΑΡΑΣΤΑΤΙΔΗΣ ΣΤΕΦΑΝΟΣ του Θεοδώρου,ΣΤΕΦΑΝΙΔΟΥ ΑΛΕΞΑΝΔΡΑ του Ιωάννη,ΦΡΑΓΓΙΔΗΣ ΓΕΩΡΓΙΟΣ του Σταύρου,Κ.Κ.Ε.,ΑΛΤΙΠΑΡΜΑΚΙΔΟΥ ΜΑΡΙΑ (ΡΙΑ) του Μιλτιάδη,ΣΙΔΗΡΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΤΣΑΟΥΣΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Λαζάρου,ΦΑΧΟΥΡΙΔΗΣ ΙΩΑΝΝΗΣ του Αριστοτέλη,ΧΑΤΖΗ ΕΙΡΗΝΗ του Αρέθα,Ένωση Κεντρώων,ΑΝΔΡΙΩΤΗ ΕΥΣΤΡΑΤΙΑ του Γαβριήλ,ΕΛΕΥΘΕΡΙΑΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Δημητρίου,ΝΙΚΟΛΑΟΥ ΧΡΗΣΤΟΣ του Χαράλαμπου,Ο.Κ.Δ.Ε.,ΚΑΖΑΝΤΖΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΜΑΛΓΑΡΙΝΟΥ ΒΑΣΙΛΙΚΗ του Νικολάου,Ελλήνων Συνέλευσις,ΒΑΡΥΤΙΜΙΔΗΣ ΘΕΟΦΙΛΟΣ του Σάββα,ΜΑΚΕΝΑΤΖΗ ΜΑΡΓΑΡΙΤΑ του Ιωσήφ,ΜΙΧΑΗΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΣΑΦΑΡΙΔΟΥ ΖΩΓΙΑ του Γεωργίου,ΣΥΓΚΟΥ ΜΑΛΑΜΑΤΗ του Δημητρίου,Ελληνική Λύση - Κ. Βελόπουλος,ΓΕΩΡΓΙΑΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΚΑΤΣΙΛΟΓΙΑΝΝΗ ΕΛΕΝΗ του Αθανασίου,ΣΑΒΒΙΔΟΥ ΠΑΡΘΕΝΑ του Ιωάννη,ΤΣΑΝΤΗΛΟΓΙΑΝΝΗΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,Κ.Κ.Ε. (μ-λ),ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΝΙΚΟΛΑΟΣ του Ηλία,Μ-Λ Κ.Κ.Ε.,ΖΑΧΑΡΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Ευαγγέλου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΔΗΜΟΛΑΪΔΗΣ ΟΔΥΣΣΕΥΣ του Θεοδώρου,ΜΟΥΡΑΤΙΔΟΥ ΜΑΡΙΑ του Παναγιώτη,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σταύρου,Λαϊκή Ενότητα,ΚΟΥΛΙΝΑΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου,ΜΠΙΜΠΑΣΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΣΑΜΑΡΑ ΑΡΙΑΔΝΗ του Στεφάνου,ΜέΡΑ25,ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Αλεξίου,ΚΑΣΚΑΡΙΔΟΥ ΜΑΡΙΑ του ΟΔΥΣΣΕΑ,ΚΩΤΣΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΣΠΥΡΛΙΑΔΟΥ ΣΟΦΙΑ του Νικολάου,Δημιουργία ξανά - Θ. Τζήμερος,ΚΑΡΑΚΑΤΣΑΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΜΠΡΟΒΑΣ ΤΗΛΕΜΑΧΟΣ του Αθανασίου,ΠΑΠΑΡΙΖΟΥ ΑΘΑΝΑΣΙΑ του Χρήστου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΡΑΦΤΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Σπύρου
10 - Κιλκίς,151 E.T. Δήμου Κιλκίς,500,268,4,1,5,263,37,14,0,6,2,4,165,15,58,34,25,25,11,1,0,1,3,5,13,1,0,4,0,5,5,0,0,3,1,1,0,0,0,0,0,0,1,1,2,0,0,2,0,0,17,7,1,5,0,1,1,0,0,0,0,0,0,1,0,1,0,6,1,1,0,3,1,0,0,0,3,3
10 - Κιλκίς,152 E.T. Δήμου Κιλκίς,499,249,1,1,2,247,41,17,3,6,5,3,148,12,58,30,22,20,8,2,1,0,0,4,25,1,0,6,1,17,4,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,4,2,2,0,1,1,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,4,1
10 - Κιλκίς,153 E.T. Δήμου Κιλκίς,447,148,0,0,0,148,38,25,1,3,2,1,63,0,6,16,0,38,2,0,0,0,0,1,3,0,0,2,0,1,34,2,2,27,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,3,2
10 - Κιλκίς,154 E.T. Δήμου Κιλκίς,360,119,1,1,2,117,21,16,0,0,0,1,55,2,2,12,1,35,3,0,0,0,0,2,8,2,0,2,0,3,19,3,1,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,2,0,0,3,1
10 - Κιλκίς,155 E.T. Δήμου Παιονίας,557,281,4,0,4,277,77,15,0,24,4,27,117,12,43,35,4,8,13,3,0,9,0,1,26,4,0,4,1,14,9,2,1,1,2,3,4,1,1,0,0,0,0,0,4,0,4,0,0,0,10,2,0,4,1,1,0,1,1,2,0,0,0,0,0,0,0,6,1,1,0,1,4,2,0,0,3,1
10 - Κιλκίς,156 E.T. Δήμου Παιονίας,564,320,5,1,6,314,86,10,6,31,3,22,130,8,40,69,1,7,14,2,0,5,2,5,21,2,0,10,0,6,10,1,1,0,2,0,5,0,0,0,0,0,1,0,4,0,0,0,0,0,22,3,3,5,3,0,0,1,0,4,0,0,0,1,0,0,0,5,1,2,0,0,3,0,0,0,7,0
10 - Κιλκίς,157 E.T. Δήμου Παιονίας,556,254,0,4,4,250,67,11,2,20,1,29,95,5,35,39,2,5,9,1,0,5,1,1,27,3,0,10,1,10,15,2,0,0,1,5,7,1,0,2,0,0,0,0,2,0,2,0,0,0,10,4,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,11,1,4,2,1,1,1,0,0,5,2
10 - Κιλκίς,158 E.T. Δήμου Παιονίας,548,279,2,2,4,275,81,9,1,27,5,22,82,6,25,30,2,8,15,3,2,4,0,3,42,9,0,13,0,18,11,8,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,14,5,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,4,1,0,6,0,0,0,8,0
10 - Κιλκίς,159 E.T. Δήμου Παιονίας,560,284,7,1,8,276,87,22,5,25,3,20,86,6,33,33,2,6,23,2,1,10,1,5,33,2,1,18,1,8,8,3,2,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,15,5,2,2,3,0,0,1,0,1,0,0,0,2,0,0,0,10,2,1,1,0,2,0,0,0,2,0
10 - Κιλκίς,160 E.T. Δήμου Παιονίας,562,277,2,0,2,275,65,11,4,29,2,12,120,2,51,45,3,9,25,1,4,14,1,2,25,1,0,20,0,4,10,2,1,2,1,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,10,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,2,2,0,0,0,6,0
10 - Κιλκίς,161 E.T. Δήμου Παιονίας,420,255,1,1,2,253,52,13,2,8,5,19,95,4,35,48,3,2,15,0,0,12,0,2,46,3,0,30,0,11,4,1,1,0,0,2,5,0,0,0,0,0,1,0,2,0,0,0,0,0,15,5,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,11,1,4,0,0,1,0,0,0,5,0
10 - Κιλκίς,162 E.T. Δήμου Παιονίας,382,208,1,1,2,206,52,14,0,12,2,17,93,4,24,46,1,11,5,0,0,4,0,1,27,2,0,16,0,9,4,1,0,0,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,8,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,0,1,0,0,0,3,0
10 - Κιλκίς,163 E.T. Δήμου Παιονίας,355,217,1,0,1,216,40,7,1,7,4,11,89,6,34,41,0,5,8,0,0,5,0,2,38,3,0,21,0,13,5,2,0,0,0,3,1,0,0,0,0,0,2,0,14,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,2,0,0,2,0,0,0,4,0
10 - Κιλκίς,164 E.T. Δήμου Παιονίας,358,181,1,0,1,180,52,9,3,8,5,16,68,9,23,21,4,3,5,1,1,1,0,1,15,3,0,4,4,2,8,2,3,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,11,3,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,5,2,1,0,1,1,0,0,0,7,0
10 - Κιλκίς,165 E.T. Δήμου Παιονίας,212,122,4,0,4,118,13,4,1,1,0,2,75,5,52,15,0,1,6,0,2,3,0,0,11,0,0,0,0,1,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0
10 - Κιλκίς,166 E.T. Δήμου Παιονίας,370,178,1,2,3,175,45,11,0,2,4,18,75,10,11,39,0,6,13,1,2,8,0,1,24,0,0,13,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,2,0
10 - Κιλκίς,167 E.T. Δήμου Παιονίας,378,191,8,2,10,181,48,18,2,6,0,8,73,8,15,28,4,8,6,0,0,5,0,1,27,1,1,9,1,14,10,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,3,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2,2
10 - Κιλκίς,168 E.T. Δήμου Παιονίας,372,236,2,1,3,233,64,20,3,9,4,9,91,6,33,27,1,13,14,0,0,10,0,3,28,1,0,6,1,17,8,2,0,0,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,14,2,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,5,0,0,0,2,0
10 - Κιλκίς,169 E.T. Δήμου Παιονίας,419,258,1,1,2,256,47,11,1,5,4,8,141,11,37,61,3,13,7,0,0,2,0,2,16,3,0,4,0,8,5,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,17,2,1,2,1,0,0,0,0,3,0,0,1,2,1,0,1,11,0,0,0,8,3,0,0,0,1,1
10 - Κιλκίς,170 E.T. Δήμου Παιονίας,327,144,4,0,4,140,31,11,1,4,1,6,56,8,16,24,0,3,6,2,2,1,0,0,21,2,0,5,0,9,6,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,10,0,0,2,0,0,0,3,0
10 - Κιλκίς,171 E.T. Δήμου Παιονίας,465,222,3,1,4,218,40,1,0,2,19,10,82,3,30,29,1,13,15,4,1,2,0,2,43,1,0,4,1,34,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,15,1,1,1,3,1,0,0,0,1,0
10 - Κιλκίς,172 E.T. Δήμου Παιονίας,203,60,2,0,2,58,21,0,2,1,4,4,25,0,3,18,0,0,4,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10 - Κιλκίς,173 E.T. Δήμου Παιονίας,300,168,2,0,2,166,35,10,2,6,5,1,68,7,19,27,2,4,20,1,2,12,0,4,15,3,1,5,0,5,3,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,8,0,3,1,1,2,0,0,0,4,0
10 - Κιλκίς,174 E.T. Δήμου Παιονίας,546,281,5,2,7,274,81,27,6,11,1,28,106,16,44,29,5,2,5,0,0,2,0,2,33,0,3,15,2,12,9,3,0,0,0,3,7,0,0,0,0,0,2,0,1,0,0,0,0,0,16,2,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,9,0
10 - Κιλκίς,175 E.T. Δήμου Παιονίας,544,302,11,1,12,290,105,39,5,13,8,16,81,9,25,34,4,5,11,1,0,4,1,2,43,7,2,18,1,12,9,2,4,0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,22,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,5,0,0,0,4,0
10 - Κιλκίς,176 E.T. Δήμου Παιονίας,541,300,3,1,4,296,98,41,1,10,0,23,101,3,36,46,1,5,9,0,0,5,0,3,36,0,1,15,1,13,6,0,1,0,0,4,4,0,0,0,1,0,3,0,1,0,0,0,0,0,14,3,2,3,1,0,0,1,0,0,0,0,0,6,0,0,0,9,1,0,1,0,3,0,0,0,4,0
10 - Κιλκίς,177 E.T. Δήμου Παιονίας,524,291,9,2,11,280,84,28,2,11,7,29,105,10,41,36,5,2,6,1,0,2,0,1,33,1,0,16,0,16,14,2,0,0,0,7,4,0,0,0,0,0,2,0,1,0,0,0,0,0,12,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,0,3,3,0,0,0,6,0
10 - Κιλκίς,178 E.T. Δήμου Παιονίας,527,260,2,1,3,257,73,17,4,20,1,18,86,8,30,34,5,4,12,2,2,4,1,2,30,4,0,10,0,12,16,5,1,0,1,5,7,0,0,0,0,0,1,0,1,0,0,0,0,0,10,2,1,2,1,2,0,0,0,2,0,0,0,1,0,0,0,8,1,2,1,1,0,0,0,0,8,0
10 - Κιλκίς,179 E.T. Δήμου Παιονίας,526,285,8,5,13,272,47,12,0,7,1,16,136,12,42,59,3,8,11,2,1,4,1,3,27,6,0,6,1,12,15,4,0,0,0,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,13,1,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,12,5,1,3,1,3,2,0,0,3,1
10 - Κιλκίς,180 E.T. Δήμου Παιονίας,547,289,4,3,7,282,72,25,2,13,0,20,106,17,42,39,3,1,13,1,0,9,0,1,42,5,0,21,0,15,11,1,1,0,3,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0,6,0,0,0,2,1,1,1,0,0,0,0,0,0,11,1,6,0,0,1,1,0,0,5,2
10 - Κιλκίς,181 E.T. Δήμου Παιονίας,538,268,1,3,4,264,59,12,2,5,3,23,120,14,36,53,5,3,3,1,0,1,0,1,31,2,0,10,0,17,14,3,0,0,4,2,6,0,0,0,0,0,2,0,2,0,0,0,0,0,20,6,1,7,2,0,0,1,0,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0
10 - Κιλκίς,182 E.T. Δήμου Παιονίας,400,175,5,2,7,168,77,32,1,1,6,25,49,4,7,28,1,1,4,0,0,4,0,0,14,0,0,0,0,4,6,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,8,0
10 - Κιλκίς,183 E.T. Δήμου Παιονίας,419,216,4,4,8,208,88,24,1,1,7,33,71,6,13,38,0,2,5,1,0,1,0,2,16,2,0,3,2,7,7,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,10,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,1,1,0,0,0,0,0,0
10 - Κιλκίς,184 E.T. Δήμου Παιονίας,441,204,2,2,4,200,92,32,2,3,7,30,59,7,11,29,5,2,3,0,0,2,0,0,20,1,2,6,0,7,10,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,4,0
10 - Κιλκίς,185 E.T. Δήμου Παιονίας,387,150,5,2,7,143,25,6,1,5,1,3,56,4,12,38,1,0,4,0,0,3,0,0,21,1,0,5,2,10,5,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,4,0,0,0,4,3
10 - Κιλκίς,186 E.T. Δήμου Παιονίας,375,151,2,2,4,147,36,14,1,3,3,3,63,0,24,25,1,0,7,0,1,5,0,1,6,2,0,2,0,2,8,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,0,6,0,0,0,0,1,0,0,0,0,0,0,0,5,2,1,1,0,3,0,0,0,0,0
10 - Κιλκίς,187 E.T. Δήμου Παιονίας,509,205,12,1,13,192,64,13,1,9,2,8,67,4,12,33,2,4,0,0,0,0,0,0,31,13,2,8,0,6,5,0,4,0,0,0,6,1,0,0,0,0,0,0,2,0,1,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,1,2,0,0,0,1,0
10 - Κιλκίς,188 E.T. Δήμου Παιονίας,357,175,2,0,2,173,62,11,0,13,1,16,69,3,10,22,0,28,4,0,0,1,0,2,15,7,0,3,0,4,4,1,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,2,0
10 - Κιλκίς,189 E.T. Δήμου Παιονίας,177,116,1,0,1,115,42,9,3,18,2,9,38,5,8,23,1,1,0,0,0,0,0,0,14,2,0,6,1,5,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,6,0
10 - Κιλκίς,190 E.T. Δήμου Παιονίας,470,296,3,3,6,290,33,6,2,1,7,7,154,30,55,38,3,17,22,2,0,9,1,3,44,1,1,14,2,24,5,1,0,1,0,1,8,0,0,0,0,0,0,0,2,0,0,0,0,0,12,2,1,2,1,0,0,0,0,2,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,4,0
10 - Κιλκίς,191 E.T. Δήμου Παιονίας,462,225,4,4,8,217,38,4,0,3,9,7,97,3,45,28,1,10,11,3,2,2,0,0,17,4,0,3,3,4,9,2,0,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,27,7,1,10,1,0,0,0,0,6,4,0,0,1,0,0,0,3,0,2,0,0,1,0,0,1,3,2
10 - Κιλκίς,192 E.T. Δήμου Παιονίας,418,239,1,0,1,238,50,3,5,5,7,11,104,5,30,46,0,19,10,1,0,4,0,2,31,2,1,7,1,19,4,1,2,0,0,0,6,1,2,1,0,0,0,0,3,0,1,0,0,1,13,8,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,6,1,1,0,1,6,2,3,0,2,0
10 - Κιλκίς,193 E.T. Δήμου Παιονίας,495,299,6,0,6,293,69,13,3,7,4,30,135,17,51,60,2,2,13,1,3,5,0,3,26,4,0,9,3,7,9,3,1,0,0,2,6,0,0,0,0,0,2,0,0,0,0,0,0,0,9,2,0,2,0,5,0,0,0,2,0,0,0,0,0,0,0,10,2,5,1,0,1,0,0,0,6,0
10 - Κιλκίς,194 E.T. Δήμου Παιονίας,507,306,2,0,2,304,59,13,1,4,1,20,130,14,46,56,5,4,21,2,1,10,0,5,35,2,0,15,2,15,17,4,0,1,2,6,3,0,0,0,0,0,1,0,3,0,0,0,0,0,11,2,0,8,0,4,0,0,0,2,0,0,0,0,0,0,0,8,0,3,1,2,3,0,0,0,7,0
10 - Κιλκίς,195 E.T. Δήμου Παιονίας,498,302,2,3,5,297,64,9,2,7,6,22,145,16,38,70,1,14,10,1,1,4,0,2,23,1,0,9,1,10,17,2,3,1,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,3,2,0,4,3,0,0,2,1,0,0,2,2,0,0,10,2,4,1,1,2,1,0,0,7,6
10 - Κιλκίς,196 E.T. Δήμου Παιονίας,536,330,2,1,3,327,75,17,1,13,7,23,133,18,45,54,0,6,16,0,0,3,0,13,26,9,0,7,0,9,29,5,1,0,1,14,2,0,0,0,0,0,2,0,1,0,0,0,0,0,21,7,2,5,2,5,0,0,0,0,0,0,0,2,0,0,0,10,2,2,0,0,1,0,0,0,4,0
10 - Κιλκίς,197 E.T. Δήμου Παιονίας,564,372,4,3,7,365,72,18,4,2,1,28,195,35,58,46,6,35,31,0,0,18,0,11,20,1,0,14,0,5,7,0,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,14,6,2,3,0,0,0,0,0,3,2,0,0,2,1,0,1,7,1,2,0,0,7,2,0,2,4,3
10 - Κιλκίς,198 E.T. Δήμου Παιονίας,541,378,1,1,2,376,111,48,8,1,3,51,147,33,56,35,3,20,19,1,1,13,0,4,21,2,0,16,0,3,16,3,0,0,1,4,8,2,1,1,0,0,1,0,1,0,0,0,0,0,26,8,4,7,2,0,0,0,0,1,0,1,0,0,0,0,0,10,0,1,3,2,10,4,0,2,5,0
10 - Κιλκίς,199 E.T. Δήμου Παιονίας,569,349,3,5,8,341,80,8,1,8,3,35,145,22,46,25,5,12,24,2,2,10,1,1,28,2,0,16,1,9,15,4,1,0,0,2,4,0,0,0,0,0,4,0,0,0,0,0,0,0,21,5,1,6,2,1,0,0,0,3,0,0,0,1,0,0,0,7,1,3,0,1,8,0,0,0,0,0
10 - Κιλκίς,200 E.T. Δήμου Παιονίας,305,201,0,0,0,201,45,0,0,3,1,14,100,6,23,39,2,7,11,2,1,3,1,2,9,0,0,4,2,3,2,0,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,17,2,0,12,0,0,0,0,0,8,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3
10 - Κιλκίς,201 E.T. Δήμου Παιονίας,532,353,6,4,10,343,51,14,1,12,0,6,201,15,36,113,6,13,8,0,1,4,0,3,38,3,1,10,0,17,8,1,0,0,1,0,4,1,1,0,0,0,0,0,3,0,2,1,0,0,20,8,3,2,1,0,0,1,0,1,0,1,0,1,0,0,0,5,0,1,0,2,0,0,0,0,2,0
10 - Κιλκίς,202 E.T. Δήμου Παιονίας,353,234,3,3,6,228,55,23,1,2,2,17,95,5,26,32,3,22,10,2,1,6,0,1,35,3,0,8,1,19,7,2,0,0,1,2,6,0,0,0,0,0,3,0,2,0,0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,2,0,0,0,0,1,0
10 - Κιλκίς,203 E.T. Δήμου Παιονίας,354,216,3,0,3,213,55,16,0,9,1,18,88,8,14,34,4,23,14,2,0,7,2,2,21,0,0,3,2,14,5,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,5,0,0,0,0,0,1,0,1,0,1,0,0,0,9,1,3,1,1,0,0,0,0,3,1
10 - Κιλκίς,204 E.T. Δήμου Παιονίας,308,149,1,0,1,148,17,3,2,3,2,1,102,6,53,24,0,6,4,1,0,0,1,1,13,2,0,7,0,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
10 - Κιλκίς,205 E.T. Δήμου Παιονίας,256,111,2,0,2,109,11,4,0,3,1,3,68,1,28,24,3,1,7,1,1,0,0,2,6,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,2,0,0,0,0,1,0
10 - Κιλκίς,206 E.T. Δήμου Παιονίας,534,290,5,2,7,283,49,7,0,6,2,25,122,11,46,33,3,15,27,2,5,19,0,0,25,2,0,15,1,6,15,7,0,0,1,6,7,3,1,0,0,0,2,0,1,0,0,0,0,0,25,6,2,10,4,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,5,0,0,0,2,0
10 - Κιλκίς,207 E.T. Δήμου Παιονίας,529,357,4,0,4,353,67,8,2,10,2,30,167,2,66,54,8,17,17,0,1,10,0,5,23,5,0,8,0,8,14,6,1,0,1,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,26,9,3,5,2,0,0,0,0,2,0,0,0,2,0,0,0,13,2,3,0,1,6,0,0,0,9,0
