ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΑΛΑΜΑΡΑΣ ΕΥΑΓΓΕΛΟΣ (ΑΚΗΣ) του Αθανασίου,ΚΑΡΑΠΑΤΑΚΗΣ ΗΛΙΑΣ του Κωνσταντίνου,ΚΟΚΚΙΝΑΚΗ ΦΩΤΕΙΝΗ του Δημητρίου,ΚΟΥΤΣΙΦΕΛΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΜΕΪΚΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Μιχαήλ,ΜΠΑΛΛΗΣ ΣΥΜΕΩΝ (ΜΑΚΗΣ) του Γεωργίου,ΠΑΠΑΝΑΤΣΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Στεργίου,ΧΡΥΣΟΒΕΛΩΝΗ ΜΑΡΙΝΑ του Γεωργίου,Νέα Δημοκρατία,ΑΝΑΓΝΩΣΤΟΥ ΖΑΦΕΙΡΟΥΛΑ του Χαράλαμπου,ΚΑΛΤΣΟΓΙΑΝΝΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΛΙΟΥΠΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΜΑΚΡΗ ΖΩΗ (ΖΕΤΤΑ) του Μιχαήλ,ΜΑΡΑΒΕΓΙΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αριστοτέλη,ΜΠΟΥΚΩΡΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΠΑΤΣΟΓΙΑΝΝΗ ΑΙΚΑΤΕΡΙΝΗ του Αθανασίου,ΤΡΙΑΝΤΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΒΛΑΧΑΚΗ ΜΑΡΙΑ του Χρήστου,ΗΛΙΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΚΑΛΟΥΤΣΑΣ ΑΡΤΕΜΙΟΣ του Ματθαίου,ΚΩΣΤΟΠΟΥΛΟΥ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΙΦΙΓΕΝΕΙΑ (ΕΦΗ) του Αθανασίου,ΠΕΤΡΟΥΛΙΑΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ (ΑΚΗΣ ) του Ιωάννη,ΣΥΡΟΣ ΓΕΩΡΓΙΟΣ του Χρίστου,ΣΥΡΤΑΔΙΩΤΗΣ ΘΕΟΔΩΡΟΣ του Δημητρίου,Κίνημα Αλλαγής,ΑΝΑΣΤΑΣΙΟΥ ΙΩΑΝΝΗΣ του Ιωάννη,ΜΠΕΛΤΖΕΝΙΤΗ ΜΑΓΔΑΛΗΝΗ (Μάνια) του Χρήστου,ΠΛΑΣΤΑΡΑΣ ΤΡΥΦΩΝ του Ευσταθίου,ΣΑΚΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΦΟΡΤΟΥΝΑ ΕΛΕΝΗ του Νικολάου,ΧΑΤΖΗΔΗΜΗΤΡΙΟΥ ΦΩΤΙΟΣ του Ιωάννη,ΧΑΥΤΟΥΡΑΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΧΡΙΣΤΟΔΟΥΛΙΑ ΕΛΕΝΗ του Κωνσταντίνου,Κ.Κ.Ε.,ΑΚΡΙΒΟΥ ΜΥΡΤΩ του Αποστόλου,ΡΗΓΑΚΗ ΚΩΝΣΤΑΝΤΙΝΑ του Αποστόλου,ΡΙΖΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Δημητρίου,ΡΟΥΣΗ - ΚΩΤΗ ΑΓΟΡΗ (ΡΙΤΣΑ) του Γεωργίου,ΡΟΥΣΣΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΣΤΕΡΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ελευθερίου,ΤΖΙΟΥΜΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Σωτηρίου,ΤΣΑΛΟΥΧΑΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,Ένωση Κεντρώων,ΒΟΥΛΓΑΡΗ ΕΙΡΗΝΗ-ΧΡΥΣΟΒΑΛΑΝΤΟΥ του Εμμανουήλ,ΖΑΦΕΙΡΗΣ ΔΗΜΗΤΡΙΟΣ του Τρύφωνα,ΚΑΒΑΔΕΛΛΑ ΑΘΗΝΑ του Κωνσταντίνου,ΜΠΟΓΟΣΙΑΝ ΑΡΑΜ του Χραντ,ΠΕΤΣΗΣ ΙΩΑΝΝΗΣ του Ευρυπίδη,ΧΡΙΣΤΟΠΟΥΛΟΥ ΕΥΤΥΧΙΑ του Σπυρίδωνα,Ο.Κ.Δ.Ε.,ΣΓΟΥΡΑΣ ΣΠΥΡΙΔΩΝ του Κωνσταντίνου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΜΑΓΓΙΝΑ ΗΡΩ του Θεοδοσίου,ΠΑΠΑΕΥΣΤΑΘΙΟΥ ΝΙΚΟΛΑΟΣ του Εμμανουήλ,ΣΚΟΥΦΟΓΛΟΥ ΕΜΜΑΝΟΥΗΛ - ΣΤΥΛΙΑΝΟΣ του Παναγιώτη,ΣΤΕΦΑΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΧΟΥΛΙΑΡΑ ΓΡΑΜΜΑΤΟΥΛΑ (ΜΑΤΙΝΑ) του Βασιλείου,Ελλήνων Συνέλευσις,ΒΑΣΙΛΕΙΟΥ ΔΗΜΗΤΡΙΟΣ του Ευαγγέλου,ΚΑΜΠΟΥΡΗ ΕΥΑΓΓΕΛΙΑ του Σπυρίδωνα-Εμμανουήλ,ΚΑΤΣΑΜΠΑΣ ΒΑΪΟΣ του Γεωργίου,ΠΑΝΑΓΙΩΤΟΥ ΠΑΝΑΓΙΩΤΗΣ του Ευαγγέλου,ΡΟΪΔΗ ΙΩΑΝΝΑ-ΜΑΡΙΑ του Βασιλείου,ΣΑΜΑΡΑΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ του Ιωάννη,ΧΑΤΖΟΠΟΥΛΟΥ ΕΛΕΝΗ χήρα Γεωργίου,ΧΛΕΜΠΟΣ ΔΗΜΗΤΡΙΟΣ του Αποστόλου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΜΗΛΙΟΡΔΟΥ ΕΛΕΝΗ του Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΜΕΝΤΖΙΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΓΙΑΝΝΙΤΣΑΚΗΣ ΙΩΑΝΝΗΣ του Αναστασίου,ΜΑΡΚΑΚΗΣ ΠΑΥΛΟΣ του Γεωργίου,ΜΑΡΚΑΤΑ ΑΘΑΝΑΣΙΑ του Ευθυμίου,ΜΠΕΝΟΥ ΑΝΘΟΥΛΑ-ΕΙΡΗΝΗ του Θεοδώρου,ΠΑΡΑΠΑΡΕΚΗ ΜΑΓΔΑΛΗΝΗ του Νικολάου,ΠΛΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Λεωνίδα,ΤΣΑΚΑΝΙΚΑΣ ΑΠΟΣΤΟΛΟΣ του Ανδρέα,Κ.Κ.Ε. (μ-λ),ΑΝΔΡΕΑΤΟΣ ΓΡΗΓΟΡΙΟΣ του Γερασίμου,ΒΛΑΧΟΣΤΑΜΑΤΗΣ ΕΜΜΑΝΟΥΗΛ του Παντελή,ΚΟΥΤΣΙΜΠΟΥ ΕΛΕΝΗ του Στυλιανού,Μ-Λ Κ.Κ.Ε.,ΑΒΤΖΗΑΣΛΑΝ ΑΠΟΣΤΟΛΟΣ του Φανουρίου,ΜΑΡΚΟΒΗ ΜΑΡΙΑ του Σταύρου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΙΡΙΣ - ΑΣΗΜΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Αριστοτέλη,ΒΛΑΣΣΟΠΟΥΛΟΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΓΚΑΓΙΑΝΝΗΣ ΧΡΗΣΤΟΣ του Ευσταθίου,ΚΑΡΑΠΑΝΑΓΙΩΤΟΥ ΑΝΑΣΤΑΣΙΑ του Χρήστου,ΚΟΥΜΠΑΡΕΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΜΑΥΡΟΜΜΑΤΗ ΚΑΙΡΟΥ του Παναγιώτου,Λαϊκή Ενότητα,ΑΥΓΕΡΙΝΟΥ-ΚΟΥΝΑΤΙΔΗ ΕΛΕΝΗ του Ηλία,ΓΙΑΝΚΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΜΠΑΛΛΑ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΜΠΕΦΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,ΜέΡΑ25,ΑΓΓΕΛΟΥΣΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΒΛΑΧΟΣ ΙΩΑΝΝΗΣ του Μιλτιάδη,ΕΥΑΓΓΕΛΑΚΗΣ ΑΠΟΣΤΟΛΟΣ-ΗΛΙΑΣ του Ιωάννη,ΚΑΡΑΔΗΜΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΚΙΡΜΙΖΗ ΕΥΑΓΓΕΛΙΑ του Γεωργίου,ΚΩΝΣΤΑΝΤΙΝΙΔΟΥ ΑΝΝΑ του Νικολάου,Δημιουργία ξανά - Θ. Τζήμερος,ΒΕΛΛΙΟΥ ΜΑΡΙΑ του Βλασίου,ΓΕΩΡΓΟΥΔΗΣ ΔΙΑΝΕΛΟΣ του Γεωργίου,ΠΑΠΑΠΟΣΤΟΛΟΥ ΗΛΙΑΣ του Μιχαήλ,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΪΡΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΟΥΚΟΥΒΙΝΟΥ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΠΑΤΣΙΑΝΤΑΣ ΜΑΡΓΑΡΙΤΗΣ του Ρήγα
23 - Μαγνησίας,51 E.T. Δήμου Βόλου,500,330,4,3,7,323,92,6,1,9,8,46,7,15,33,149,8,27,37,38,49,44,19,12,14,3,12,1,0,0,2,0,1,20,8,2,6,9,3,2,4,3,10,2,4,2,3,2,2,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,3,5,4,1,0,7,6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5,2,2,0,1,0,1,5,1,3,3,6,0,3,4
23 - Μαγνησίας,52 E.T. Δήμου Βόλου,505,336,6,1,7,329,91,10,3,11,11,34,1,26,29,131,0,29,40,35,26,46,9,11,7,0,6,2,0,0,1,0,1,36,7,1,10,16,0,2,10,4,12,3,3,4,1,0,4,4,1,3,1,1,1,0,0,1,0,0,2,1,0,0,1,1,2,0,1,0,0,0,1,1,1,2,0,17,1,0,13,3,3,2,2,3,0,0,0,0,0,0,0,5,0,2,0,1,1,1,0,0,0,0,0,11,1,4,3,2,0,0,2,1,1,0,8,2,6,1
23 - Μαγνησίας,53 E.T. Δήμου Βόλου,514,333,2,4,6,327,111,16,10,16,10,38,5,37,32,109,4,22,43,20,44,31,11,9,16,6,11,2,3,0,1,1,1,25,9,0,5,13,1,1,6,1,17,5,1,5,1,2,9,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,13,0,0,7,1,2,2,1,2,1,1,0,1,0,0,0,4,0,1,1,0,3,3,0,0,0,0,0,17,2,3,2,3,7,5,3,2,1,1,7,3,3,2
23 - Μαγνησίας,54 E.T. Δήμου Βόλου,503,326,8,5,13,313,104,9,4,11,8,38,6,28,35,113,5,29,38,23,22,51,6,10,20,5,14,2,1,3,4,2,1,21,5,2,3,10,1,0,4,3,6,1,0,1,0,1,1,0,1,2,1,1,0,0,0,1,0,0,2,0,1,0,2,0,2,0,0,0,1,0,1,0,2,0,0,16,1,3,10,3,0,1,5,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2,1,1,0,0,1,12,1,3,3,1,2,2,1,0,0,0,11,7,2,4
23 - Μαγνησίας,55 E.T. Δήμου Βόλου,342,181,1,0,1,180,56,4,5,4,3,25,0,19,10,69,2,18,22,18,17,29,1,3,14,1,12,3,0,0,7,0,0,9,1,0,1,0,0,0,5,1,6,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,1,0,1,2,1,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,1,2,3
23 - Μαγνησίας,56 E.T. Δήμου Βόλου,365,207,3,3,6,201,58,6,3,3,10,21,3,23,15,93,0,17,34,12,28,45,2,1,15,0,14,5,0,0,5,0,1,3,0,0,0,0,0,0,1,0,7,0,0,0,1,0,2,1,2,3,2,2,0,0,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,1,0,5,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,3,0,1,0,2,0,0,0,0,4,1,1,2
23 - Μαγνησίας,57 E.T. Δήμου Βόλου,534,343,7,1,8,335,109,8,6,15,7,20,6,24,34,107,3,15,20,24,21,37,4,13,26,15,12,0,0,1,3,0,2,32,1,1,6,6,0,0,25,1,11,0,0,6,0,0,6,0,2,3,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,6,6,1,2,1,4,4,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,1,0,2,1,8,2,2,0,1,1,1,4,0,1,0,6,3,1,2
23 - Μαγνησίας,58 E.T. Δήμου Βόλου,557,365,5,0,5,360,84,10,3,5,7,30,4,14,30,149,7,25,26,58,34,49,9,6,15,8,8,2,1,0,4,0,2,41,3,0,11,2,1,0,28,2,15,1,0,4,1,2,8,4,1,5,2,3,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,29,5,7,3,2,3,0,1,15,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,4,0,1,0,0,0,0,4,0,0,0,9,4,4,5
23 - Μαγνησίας,59 E.T. Δήμου Βόλου,568,392,5,4,9,383,116,9,5,20,13,45,4,29,41,142,4,20,27,67,29,57,6,13,21,6,9,1,1,3,4,1,1,38,1,1,9,3,3,1,32,1,13,3,1,4,2,0,1,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,21,3,8,5,1,1,1,1,5,0,0,0,0,0,0,0,4,1,1,1,0,2,1,1,0,0,1,1,16,5,5,1,1,6,7,1,1,0,0,6,1,0,1
23 - Μαγνησίας,60 E.T. Δήμου Βόλου,555,375,7,0,7,368,119,7,3,20,9,37,12,30,44,122,1,22,23,47,26,39,6,17,23,7,18,2,0,0,5,0,1,46,4,0,7,0,1,1,41,0,12,0,2,0,0,0,0,1,0,4,4,0,1,0,1,1,0,0,4,0,0,0,0,1,3,1,0,0,1,0,2,0,2,1,1,23,1,7,8,2,2,1,2,8,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,6,2,1,2,0,0,0,2,1,0,0,0,0,0,0
23 - Μαγνησίας,61 E.T. Δήμου Βόλου,501,326,11,0,11,315,115,10,4,16,12,33,4,19,41,101,1,12,21,29,27,47,10,11,13,2,5,1,1,1,4,2,2,23,2,0,9,3,2,1,18,0,14,2,2,4,0,0,4,1,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,5,2,0,1,0,0,3,0,0,0,0,0,0,0,10,2,3,1,3,0,3,0,0,0,0,0,17,2,6,0,3,2,2,2,1,1,0,2,0,2,0
23 - Μαγνησίας,62 E.T. Δήμου Βόλου,508,316,5,1,6,310,91,10,2,15,9,37,5,21,43,122,0,14,40,36,28,54,11,28,7,1,5,1,0,0,1,0,1,38,1,0,15,3,1,2,27,1,6,1,1,2,1,2,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,5,4,4,0,5,2,0,0,0,0,0,0,0,11,2,3,1,1,3,4,2,1,0,2,0,9,3,3,0,1,2,2,2,1,1,0,3,1,1,0
23 - Μαγνησίας,63 E.T. Δήμου Βόλου,501,338,3,1,4,334,103,12,1,16,11,43,3,29,27,123,3,13,31,41,29,48,13,16,15,1,10,2,0,1,3,3,1,26,5,0,8,1,2,0,17,0,11,0,0,1,0,0,3,3,1,8,2,4,0,1,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,1,8,3,1,2,0,3,0,0,0,0,0,0,0,6,1,1,3,3,1,2,3,1,0,2,0,19,4,5,1,7,3,4,0,0,0,0,4,1,2,2
23 - Μαγνησίας,64 E.T. Δήμου Βόλου,331,213,1,0,1,212,59,5,1,6,3,29,5,12,24,78,3,11,29,22,20,32,2,6,11,3,9,0,0,1,0,0,0,32,11,0,14,1,5,0,13,0,9,2,1,1,2,0,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,1,0,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,1,0,7,3,1,2,0,1,3,0,0,0,0,2,1,2,1
23 - Μαγνησίας,65 E.T. Δήμου Βόλου,299,168,5,2,7,161,46,4,0,4,0,19,3,14,12,62,1,20,22,23,9,24,3,2,4,0,2,0,0,1,1,0,1,18,1,0,13,1,1,0,10,1,8,0,0,0,0,0,4,0,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,3,1,0,1,2,4,1,1,0,1,1,3,0,0,0,0,5,1,3,5
23 - Μαγνησίας,66 E.T. Δήμου Βόλου,320,180,1,1,2,178,44,4,0,4,5,9,4,13,11,74,3,18,22,26,18,26,1,7,7,4,6,2,0,0,1,0,0,21,4,0,9,12,0,0,3,1,6,1,2,2,0,0,1,1,3,4,1,1,0,0,1,1,0,0,5,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,3,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,1,3,0,3,0,1,1,0,0,0,2,0,1,1
23 - Μαγνησίας,67 E.T. Δήμου Βόλου,320,147,2,2,4,143,42,4,2,5,1,15,4,16,12,55,1,16,17,14,13,18,5,1,5,1,1,1,0,1,0,0,0,17,5,1,1,7,1,0,6,0,5,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,2,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,3,2,0,0,0,0,4,0,0,1
23 - Μαγνησίας,68 E.T. Δήμου Βόλου,435,281,6,0,6,275,87,5,1,7,10,29,5,26,17,102,1,20,33,42,16,25,5,14,13,1,11,0,1,2,1,0,0,17,4,0,2,2,4,1,4,0,15,0,1,3,7,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,11,2,2,3,4,3,0,0,0,0,0,0,0,4,0,0,1,1,1,0,0,0,0,0,0,8,2,1,0,1,2,0,2,0,1,0,6,1,3,2
23 - Μαγνησίας,69 E.T. Δήμου Βόλου,480,317,4,4,8,309,90,9,5,11,6,31,12,33,21,145,1,13,46,43,37,52,8,9,12,1,5,2,0,0,1,0,1,13,2,0,2,1,3,1,3,0,15,0,1,8,2,0,6,3,0,3,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,12,4,2,8,0,0,2,2,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,1,0,1,1,0,8,2,2,1,0,1,0,1,0,1,0,4,2,2,0
23 - Μαγνησίας,70 E.T. Δήμου Βόλου,427,276,5,3,8,268,75,4,2,11,8,24,4,23,23,114,4,13,27,43,29,44,9,17,20,5,15,0,0,3,0,0,1,15,2,0,4,5,2,1,5,1,12,3,3,2,1,1,3,2,2,2,2,0,0,0,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,9,1,0,7,1,0,2,1,2,0,0,0,0,0,0,0,2,2,1,0,0,1,0,1,1,0,1,0,7,2,2,0,0,0,1,5,2,5,1,3,0,1,2
23 - Μαγνησίας,71 E.T. Δήμου Βόλου,481,319,5,2,7,312,96,9,4,10,3,32,8,36,25,121,5,26,32,27,43,40,3,3,7,2,3,1,1,2,0,0,0,22,5,1,4,4,0,2,11,4,18,1,1,4,2,3,4,2,3,8,2,1,0,2,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16,4,3,5,0,3,4,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,14,5,0,1,0,5,2,1,0,1,0,3,1,0,2
23 - Μαγνησίας,72 E.T. Δήμου Βόλου,487,308,6,2,8,300,98,13,2,8,3,41,7,20,37,96,0,25,24,22,31,39,4,4,8,1,5,2,0,0,0,0,0,12,5,1,1,1,1,4,6,1,13,8,0,5,0,0,6,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,4,4,12,3,4,2,3,3,1,0,1,0,0,0,0,6,0,0,0,1,0,3,2,0,0,1,2,15,1,3,1,1,1,2,0,0,0,0,12,5,7,7
23 - Μαγνησίας,73 E.T. Δήμου Βόλου,486,317,0,4,4,313,89,15,5,12,5,31,8,25,26,147,1,38,38,30,42,53,14,5,8,1,7,0,0,0,1,0,1,27,6,1,8,4,5,1,13,2,11,2,1,6,0,2,3,1,1,4,2,0,1,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,2,3,8,0,1,1,4,2,1,0,0,0,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,4,2,0,2,0,0,2,1,1,0,0,2,0,0,1
23 - Μαγνησίας,74 E.T. Δήμου Βόλου,531,334,5,1,6,328,110,12,11,12,3,42,11,35,29,117,6,32,38,29,25,40,17,10,11,1,8,2,0,1,1,1,0,11,3,0,4,4,0,3,7,0,18,2,3,6,0,2,6,0,2,6,2,4,0,0,0,0,0,0,4,0,0,1,1,1,2,0,0,0,1,0,1,0,0,0,0,16,1,2,6,2,0,0,5,5,0,0,0,0,0,0,0,4,0,1,1,1,3,0,3,2,0,0,1,13,2,7,0,2,6,3,5,2,4,0,8,1,1,0
23 - Μαγνησίας,75 E.T. Δήμου Βόλου,561,364,3,2,5,359,121,13,4,22,14,43,8,25,36,128,4,38,28,39,23,44,15,10,10,2,6,0,0,1,5,1,0,20,1,0,3,3,2,2,11,1,18,3,2,3,3,2,2,3,1,9,6,2,0,0,2,4,0,0,0,0,0,0,0,0,4,0,2,0,0,0,2,1,1,0,0,15,2,4,4,1,3,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,6,1,3,5,4,4,0,2,1,5,0,0,0
23 - Μαγνησίας,76 E.T. Δήμου Βόλου,541,338,5,2,7,331,119,5,7,19,15,39,10,41,28,102,1,23,38,19,24,39,7,5,13,1,9,3,0,1,0,0,0,25,5,0,9,7,1,5,9,0,26,5,1,5,8,3,5,8,3,4,1,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,0,0,1,1,3,0,0,0,0,15,0,1,9,2,4,1,0,4,0,0,0,0,0,0,0,4,1,0,1,0,1,3,1,0,1,0,0,9,0,1,1,0,2,3,4,0,1,0,4,2,1,1
23 - Μαγνησίας,77 E.T. Δήμου Βόλου,567,369,2,1,3,366,124,11,8,21,14,45,4,34,32,127,2,26,34,40,40,51,15,12,14,2,13,1,1,2,1,1,0,24,5,0,5,6,1,2,10,3,25,1,2,4,6,0,11,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,0,1,4,1,0,0,0,2,1,0,1,0,0,0,0,5,0,0,0,1,0,2,0,0,0,0,0,16,3,1,1,0,5,3,2,0,0,0,16,10,2,4
23 - Μαγνησίας,78 E.T. Δήμου Βόλου,570,396,5,5,10,386,121,14,3,10,8,44,12,29,26,141,2,20,39,26,47,49,13,11,19,2,14,2,1,3,4,2,0,34,7,1,7,9,3,1,16,1,21,1,3,4,1,1,9,1,2,4,1,0,0,0,1,0,0,0,3,1,1,0,0,1,3,0,0,1,1,0,0,1,0,0,0,13,2,0,5,0,0,0,4,3,1,1,1,0,0,0,0,3,0,0,1,0,1,1,2,1,0,0,0,14,0,6,0,2,2,3,2,0,0,0,5,2,2,3
23 - Μαγνησίας,79 E.T. Δήμου Βόλου,569,373,1,2,3,370,137,17,3,13,11,39,12,37,25,110,2,24,26,21,28,39,11,8,16,0,13,5,1,0,2,1,0,23,1,0,4,5,1,3,0,3,13,2,0,3,0,1,3,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,19,0,1,7,1,1,1,2,9,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,31,5,5,1,2,3,3,3,0,1,0,9,2,4,4
23 - Μαγνησίας,80 E.T. Δήμου Βόλου,551,353,8,7,15,338,112,15,9,12,13,36,14,38,26,127,6,26,41,35,33,48,11,6,8,1,7,2,0,0,0,0,0,14,2,0,3,5,0,2,3,0,23,4,3,8,3,1,6,6,0,5,0,0,1,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,19,1,5,8,2,2,2,0,4,1,1,0,1,0,0,0,3,1,2,0,0,0,2,2,1,0,1,0,13,1,1,2,0,2,2,4,3,0,2,3,3,0,2
23 - Μαγνησίας,81 E.T. Δήμου Βόλου,570,366,6,3,9,357,117,13,10,13,12,40,5,35,34,130,5,36,51,24,35,33,18,9,15,2,11,2,0,0,2,1,0,23,10,1,2,10,1,0,10,2,25,2,2,6,4,2,9,8,0,5,0,1,0,0,2,2,0,0,2,0,1,1,0,0,2,1,0,1,0,1,0,0,1,1,1,7,1,1,3,1,0,0,2,2,2,1,0,0,0,0,0,3,0,0,1,1,0,1,1,1,0,0,0,12,4,7,1,2,0,0,6,2,3,0,6,1,2,2
23 - Μαγνησίας,82 E.T. Δήμου Βόλου,569,364,1,3,4,360,144,12,4,15,26,51,10,51,30,104,7,22,25,32,28,29,11,19,16,1,14,3,1,2,3,1,1,23,7,0,6,3,2,2,13,4,20,3,4,6,3,1,9,1,4,5,1,2,1,0,3,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,1,4,3,2,0,1,1,1,0,0,1,1,1,0,4,0,0,0,0,1,1,4,2,1,3,1,16,1,0,2,2,4,4,2,1,1,0,3,1,2,0
