ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΖΑΧΑΡΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Αντωνίου,ΚΕΛΕΠΟΥΡΗ ΑΓΓΕΛΙΚΗ του Παναγιώτη,ΚΟΖΟΜΠΟΛΗ - ΑΜΑΝΑΤΙΔΗ ΠΑΝΑΓΙΩΤΑ του Γεωργίου,ΚΩΝΣΤΑΝΤΙΝΕΑΣ ΠΕΤΡΟΣ του Νικολάου,ΠΑΤΣΑΡΙΝΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΣΠΥΡΟΠΟΥΛΟΣ ΣΤΥΛΙΑΝΟΣ του Νικολάου,ΧΑΡΙΤΣΗΣ ΑΛΕΞΑΝΔΡΟΣ (ΑΛΕΞΗΣ) του Βύρωνα,Νέα Δημοκρατία,ΚΟΥΜΑΝΤΟΥ ΠΑΝΑΓΙΩΤΑ (ΠΙΠΙΝΑ) του Παναγή,ΚΥΡΙΑΚΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΣΑ) του Κυριάκου,ΛΑΜΠΡΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΜΑΝΤΑΣ ΠΕΡΙΚΛΗΣ του Παντελή,ΝΤΙΝΤΑ ΠΑΝΑΓΙΩΤΑ του Βασιλείου,ΣΑΜΑΡΑΣ ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΧΡΥΣΟΜΑΛΛΗΣ ΜΙΛΤΙΑΔΗΣ (ΜΙΛΤΟΣ) του Παναγιώτη,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΛΟΙΜΟΝΟΣ ΒΑΣΙΛΗΣ του Ιωάννη,ΚΕΤΣΕΑ ΦΡΙΝΤΑ του Θρασύβουλου,ΞΕΝΟΥΛΗ ΔΕΣΠΟΙΝΑ του Σπυρίδωνος,ΠΑΝΟΥΣΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Δημητρίου,ΡΟΥΣΣΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,Κίνημα Αλλαγής,ΑΛΕΥΡΑΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΑΝΤΩΝΟΠΟΥΛΟΣ ΑΓΓΕΛΟΣ του Νικολάου,ΒΑΡΕΛΑ ΒΑΣΙΛΙΚΗ του Νικήτα,ΓΕΡΟΝΙΚΟΛΟΣ ΜΕΝΕΛΑΟΣ του Κωνσταντίνου,ΔΙΟΝΥΣΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΟΥΝΤΟΥΡΑΤΖΗ (ΜΠΛΑΝΑ) ΑΘΗΝΑ του Αθανασίου,ΠΙΕΡΡΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,Κ.Κ.Ε.,ΚΑΝΤΖΙΛΙΕΡΗ ΧΡΙΣΤΙΝΑ - ΕΛΕΥΘΕΡΙΑ του Παναγιώτη,ΚΟΥΤΟΥΜΑΝΟΣ ΝΙΚΟΛΑΟΣ του Σαράντου,ΚΟΥΦΑΛΑΚΟΥ ΕΥΑΓΓΕΛΙΑ του Παναγιώτη,ΛΑΜΠΡΟΠΟΥΛΟΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου,ΝΙΚΟΛΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΜΥΡΝΗΣ ΑΡΓΥΡΙΟΣ του Αντωνίου,ΧΡΗΣΤΕΑ ΣΤΕΛΛΑ του Νικολάου,Ένωση Κεντρώων,ΑΡΓΥΡΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΚΑΡΥΔΗ ΕΥΔΟΚΙΑ - ΑΘΑΝΑΣΟΥΛΑ του Αντωνίου,ΜΠΑΚΑΣ ΦΩΤΙΟΣ του Αθανασίου,ΡΗΓΑ ΑΝΑΣΤΑΣΙΑ του Αντωνίου,ΧΡΙΣΤΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Ισαάκ - Ευάγγελου,Ο.Κ.Δ.Ε.,ΠΑΠΑΘΑΝΑΣΙΟΥ ΧΡΗΣΤΟΣ του Αθανασίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΑΡΑΝΤΖΙΩΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ηλία,ΚΑΠΕΤΑΝΑΚΗ ΓΑΡΥΦΑΛΛΙΑ του Αποστόλου,ΚΑΤΣΑΡΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΠΕΤΡΑΚΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Γεωργίου,ΣΠΥΡΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Χαράλαμπου,Ελλήνων Συνέλευσις,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΗΛΙΑΣ του Σπήλιου,ΑΛΕΞΟΠΟΥΛΟΥ ΜΑΡΙΑ του Αθανασίου,ΓΕΩΡΓΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΘΕΟΔΩΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΚΑΤΣΙΡΕΑΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΑΜΨΩΝΑ ΑΘΗΝΑ του Σπυρίδωνος,ΣΩΦΡΟΝΑ ΜΑΡΙΑ του Χρήστου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΑΡΑΤΑΣΗ ΘΕΟΔΩΡΑ του Αδάμ,ΚΑΝΙΩΡΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σπυρίδωνος,ΚΑΡΑΜΠΙΝΗΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΕΥΣΤΑΘΙΟΣ του Βασιλείου,ΣΠΑΘΗ ΜΑΡΙΑ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΒΑΡΣΟΥ ΕΛΕΥΘΕΡΙΑ του Βασιλείου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΣ ΕΥΓΕΝΙΟΣ του Ευσταθίου,Μ-Λ Κ.Κ.Ε.,ΚΑΤΣΑΦΑΔΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΧΑΡΑΛΑΜΠΟΣ του Παναγιώτη,Λαϊκή Ενότητα,ΔΕΤΑΣ ΠΟΥΛΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ - ΑΝΤΩΝΙΟΣ του Σπυρίδωνος,ΔΟΥΛΑΜΗ ΠΕΤΡΟΥΛΑ του Χαράλαμπου,ΜΗΤΣΗ ΜΑΡΙΑ του Δημητρίου,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Ιωάννη,ΜέΡΑ25,ΑΛΕΞΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΚΑΚΑΒΑΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Στυλιανού,ΚΥΒΕΛΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΜΑΝΩΛΑΚΑΚΗ ΕΛΕΝΗ του Ιωάννη,ΣΑΡΔΕΛΗ ΜΑΡΙΑ του Γεωργίου,Δημιουργία ξανά - Θ. Τζήμερος,ΔΑΡΑΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΚΑΣΙΜΑΤΗ ΕΛΕΥΘΕΡΙΑ του Χαράλαμπου,ΛΙΒΑΣ ΠΕΡΙΚΛΗΣ του Βασιλείου,ΤΣΑΝΤΟΥΛΗ ΗΛΕΚΤΡΑ του Γεωργίου,ΧΑΡΜΠΙΛΑΣ ΒΑΣΙΛΕΙΟΣ του Περικλή,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΡΑΛΛΗΣ ΑΘΑΝΑΣΙΟΣ-ΓΕΩΡΓΙΟΣ (ΑΚΗΣ) του Νικολάου
46 - Μεσσηνίας,60 E.T. Δήμου Καλαμάτας,535,293,3,1,4,289,103,7,4,22,37,20,5,45,118,21,35,52,17,14,0,41,9,4,0,0,4,5,17,8,1,1,10,2,0,1,9,5,4,2,0,0,0,2,3,3,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,10,5,2,5,2,2,0,0,0,1,0,2,2,0,0,0,0,0,0,14,3,1,2,3,0,2,0,0,0,0,0,0,0
46 - Μεσσηνίας,61 E.T. Δήμου Καλαμάτας,530,266,2,1,3,263,95,3,7,26,27,30,4,61,89,16,19,36,18,5,12,32,7,2,3,1,0,3,21,10,1,6,9,2,2,1,10,2,3,2,1,0,1,5,2,1,1,0,0,0,0,0,1,0,0,0,0,0,4,2,1,0,0,1,2,1,11,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,6,0,2,2,1,0,0,0,1,9,4
46 - Μεσσηνίας,62 E.T. Δήμου Καλαμάτας,538,291,5,2,7,284,77,9,3,21,17,10,1,40,122,33,18,62,16,10,10,40,5,1,1,0,0,3,16,7,1,0,5,1,2,1,22,5,7,2,2,0,2,6,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,10,3,1,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,20,6,1,4,3,5,2,0,0,0,0,0,4,1
46 - Μεσσηνίας,63 E.T. Δήμου Καλαμάτας,539,242,5,1,6,236,106,10,10,20,31,20,3,56,66,11,11,32,15,4,0,22,5,3,0,1,0,2,16,5,0,0,12,1,4,1,13,2,3,2,1,0,0,2,3,0,1,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,8,4,0,2,2,4,0,0,0,0,0,2,2,0,0,0,0,0,0,11,2,1,1,2,0,1,0,0,0,0,0,2,0
46 - Μεσσηνίας,64 E.T. Δήμου Καλαμάτας,536,247,6,2,8,239,85,9,3,21,15,36,1,49,95,22,16,16,12,11,0,39,7,4,1,2,0,4,7,1,0,2,3,2,2,1,14,7,2,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5,2,0,2,0,0,1,1,1,0,0,1,0,2,0,2,0,0,0,17,3,1,1,7,4,2,1,1,1,0,1,2,1
46 - Μεσσηνίας,65 E.T. Δήμου Καλαμάτας,536,306,5,3,8,298,112,11,7,26,27,27,9,56,128,24,26,60,19,17,0,30,4,2,0,1,0,2,8,2,1,0,4,0,1,1,14,3,8,4,0,2,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,1,1,3,0,0,10,4,5,2,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,4,2
46 - Μεσσηνίας,66 E.T. Δήμου Καλαμάτας,533,289,5,3,8,281,87,5,3,19,24,19,8,44,118,28,24,50,20,9,0,31,6,4,1,0,0,2,11,2,1,0,2,0,0,1,20,4,1,4,1,0,1,5,2,0,0,0,0,0,0,0,8,0,6,1,0,0,1,0,0,0,0,1,0,1,6,3,3,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,10,0,1,2,3,0,6,3,0,0,0,3,4,2
46 - Μεσσηνίας,67 E.T. Δήμου Καλαμάτας,570,329,6,2,8,321,125,5,2,43,39,33,3,78,125,24,24,53,18,12,28,42,8,3,2,1,1,2,7,2,0,1,3,2,0,0,16,3,8,4,1,0,2,2,2,0,0,0,0,0,0,0,2,1,1,0,1,1,6,1,0,0,2,6,0,1,13,2,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,3,3,1,0,0,0,0,0,0,6,4
46 - Μεσσηνίας,68 E.T. Δήμου Καλαμάτας,535,303,7,5,12,291,98,8,5,24,33,22,2,50,135,37,16,51,26,18,0,48,12,4,1,3,2,3,3,1,0,0,0,1,1,0,10,0,2,4,1,0,0,2,4,1,0,1,0,1,0,0,4,1,2,1,1,0,0,0,0,0,0,0,0,0,13,4,4,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,3,0,0,0,0,0,5,2
46 - Μεσσηνίας,69 E.T. Δήμου Καλαμάτας,559,313,0,2,2,311,116,14,5,26,34,27,3,58,120,25,20,53,26,7,0,31,7,4,1,0,0,3,23,9,0,5,9,6,1,6,16,2,12,10,0,2,0,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13,5,0,5,2,3,0,0,0,0,0,1,1,1,1,0,0,0,1,8,1,1,0,4,3,1,0,1,0,1,0,1,0
46 - Μεσσηνίας,70 E.T. Δήμου Καλαμάτας,565,296,3,0,3,293,96,8,7,31,32,10,2,51,107,22,20,41,23,11,0,30,5,2,1,1,0,2,12,4,1,1,6,2,2,3,18,1,8,1,2,0,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,0,0,1,5,1,0,20,4,3,6,6,2,0,0,0,0,0,1,1,1,0,0,0,0,0,16,5,0,2,4,3,5,1,0,0,1,0,5,3
46 - Μεσσηνίας,71 E.T. Δήμου Καλαμάτας,568,346,2,2,4,342,139,8,9,49,38,35,3,89,140,31,28,56,24,21,0,48,8,5,0,0,2,4,10,2,1,2,2,2,1,6,8,1,3,1,0,1,0,2,2,0,0,1,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,1,9,4,2,3,2,3,0,0,0,0,0,3,0,2,1,0,1,1,0,9,3,0,1,1,4,1,0,0,0,0,0,7,5
46 - Μεσσηνίας,72 E.T. Δήμου Καλαμάτας,562,316,7,5,12,304,108,9,7,33,42,15,7,56,123,34,22,46,17,16,0,42,11,6,3,2,1,3,24,15,0,1,8,3,4,2,6,3,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,1,0,0,1,10,5,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,2,3,1,1,1,0,0,0,0,3,1
46 - Μεσσηνίας,73 E.T. Δήμου Καλαμάτας,566,342,4,2,6,336,122,7,5,31,46,20,7,66,126,10,26,56,15,15,0,53,9,5,1,0,1,4,14,7,1,0,2,4,2,3,10,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,2,1,4,1,0,3,0,12,2,1,5,1,3,0,0,0,0,0,4,1,3,0,0,1,0,0,18,3,0,1,8,6,3,2,0,0,0,0,5,3
46 - Μεσσηνίας,74 E.T. Δήμου Καλαμάτας,553,311,0,8,8,303,102,10,1,26,29,29,2,54,134,30,21,55,29,15,0,59,1,0,1,0,0,0,11,2,0,2,2,0,0,1,17,6,4,1,2,1,0,4,5,4,1,2,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,2,7,2,1,2,3,1,1,0,0,0,0,2,0,1,0,0,1,0,1,12,3,4,1,6,1,1,0,0,0,0,0,6,4
46 - Μεσσηνίας,75 E.T. Δήμου Καλαμάτας,540,302,4,1,5,297,109,7,4,24,38,21,5,56,117,27,12,54,25,10,0,34,11,2,3,2,0,7,9,2,0,1,2,0,2,2,12,1,5,3,0,2,0,3,4,1,1,0,1,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,9,1,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,3,1,6,6,1,1,0,0,0,0,5,2
46 - Μεσσηνίας,76 E.T. Δήμου Καλαμάτας,531,298,7,1,8,290,98,7,3,22,31,24,2,52,118,18,28,39,35,13,0,39,11,7,2,1,4,3,13,3,1,2,2,1,1,2,17,9,2,5,2,2,2,3,6,3,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,2,10,2,1,3,4,3,0,0,0,0,0,1,1,4,1,1,4,1,1,6,1,1,2,3,2,1,0,0,0,0,0,2,0
46 - Μεσσηνίας,77 E.T. Δήμου Καλαμάτας,561,325,9,3,12,313,92,9,5,34,22,17,5,35,130,20,18,71,18,15,0,31,5,2,1,0,0,2,22,13,1,0,10,3,2,1,18,4,9,3,2,0,0,5,4,0,1,1,0,0,0,0,2,0,1,1,0,0,2,1,1,0,0,0,0,2,11,1,2,4,0,0,1,0,0,0,0,3,1,3,0,0,3,0,1,11,0,0,2,2,4,1,0,0,0,0,0,8,6
46 - Μεσσηνίας,78 E.T. Δήμου Καλαμάτας,543,307,7,3,10,297,98,4,10,23,21,23,5,58,120,20,32,57,17,11,0,36,11,8,1,2,0,8,13,4,1,4,6,0,2,3,16,4,6,7,6,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,7,2,5,4,2,0,0,0,0,0,1,0,3,1,1,2,1,1,11,0,0,1,1,2,7,2,2,0,1,2,2,2
46 - Μεσσηνίας,79 E.T. Δήμου Καλαμάτας,539,301,6,4,10,291,99,5,10,17,28,29,5,57,111,26,21,35,16,17,0,46,10,1,1,2,0,5,20,8,1,3,7,2,2,3,19,4,10,3,1,0,0,8,4,2,0,1,2,0,0,0,4,2,3,1,0,0,1,1,0,0,0,1,0,0,5,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,4,6,4,3,1,2,0,2,0,1,1
46 - Μεσσηνίας,80 E.T. Δήμου Καλαμάτας,530,313,5,3,8,305,129,10,4,34,31,32,1,74,101,14,15,46,18,14,0,32,11,6,1,1,1,1,18,8,3,0,4,5,1,2,9,2,3,2,2,0,1,3,1,0,0,0,0,0,0,0,4,3,1,1,0,0,5,1,0,1,0,3,0,1,5,2,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,15,4,0,2,1,2,3,2,1,0,0,1,3,0
46 - Μεσσηνίας,81 E.T. Δήμου Καλαμάτας,532,298,6,2,8,290,103,4,4,28,33,22,1,49,114,14,16,39,19,18,0,53,10,5,1,1,1,3,17,8,1,0,8,2,2,2,15,4,4,6,3,0,0,2,2,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,10,2,4,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,11,2,0,5,3,2,1,1,0,0,1,0,2,2
46 - Μεσσηνίας,82 E.T. Δήμου Καλαμάτας,562,303,3,0,3,300,107,5,8,37,22,31,3,60,115,21,9,47,20,14,14,43,11,6,2,1,2,4,14,5,1,2,6,2,2,4,17,6,9,5,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,1,11,6,3,5,3,0,0,0,0,1,1,0,0,3,2,1,1,0,0,14,2,1,0,3,4,3,0,0,0,1,1,1,1
46 - Μεσσηνίας,83 E.T. Δήμου Καλαμάτας,570,297,8,2,10,287,126,12,8,35,28,33,5,77,100,20,11,49,10,8,0,44,3,3,0,0,0,2,15,10,1,1,8,0,1,0,10,5,5,2,0,0,0,1,2,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,6,1,2,2,1,2,0,0,0,0,0,4,2,2,0,0,1,0,0,11,1,2,2,4,3,2,2,1,0,1,0,4,0
46 - Μεσσηνίας,84 E.T. Δήμου Καλαμάτας,534,264,3,3,6,258,104,12,8,23,24,21,6,52,94,19,10,45,19,11,11,35,9,0,0,4,1,6,8,0,0,2,6,0,1,1,13,7,4,2,0,0,4,3,3,3,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,3,0,3,3,1,0,0,0,0,0,3,1,1,0,0,0,0,0,9,2,1,0,3,3,1,0,1,0,1,0,3,2
46 - Μεσσηνίας,85 E.T. Δήμου Καλαμάτας,554,306,2,6,8,298,111,9,4,28,29,28,2,67,120,25,25,56,20,11,0,35,4,2,0,0,0,1,9,2,0,3,4,0,1,2,12,3,6,2,1,1,3,3,2,0,1,1,1,0,1,1,3,0,1,2,1,1,1,0,0,0,0,1,0,0,13,4,1,4,5,4,0,0,0,0,0,1,1,0,0,0,0,0,0,17,4,3,2,3,5,2,1,1,0,2,0,2,1
46 - Μεσσηνίας,86 E.T. Δήμου Καλαμάτας,570,300,7,0,7,293,84,15,5,17,22,20,1,39,124,11,22,58,21,6,0,62,11,7,1,0,0,4,18,9,1,2,5,5,1,4,20,7,7,6,4,1,2,5,4,0,1,0,2,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,4,2,0,0,0,0,0,0,2,2,1,0,0,1,0,1,11,1,0,2,2,2,2,0,0,0,0,0,7,6
46 - Μεσσηνίας,87 E.T. Δήμου Καλαμάτας,566,291,1,4,5,286,102,5,6,27,28,22,4,52,106,18,22,40,17,9,0,38,5,4,1,1,1,3,16,9,0,1,6,1,0,2,9,1,4,3,1,0,0,5,2,0,0,1,0,0,0,0,3,2,0,1,1,2,1,0,0,0,0,0,1,0,13,4,3,2,1,2,0,0,0,0,0,4,3,3,0,1,3,0,0,19,3,2,3,9,4,2,2,2,0,0,0,1,0
46 - Μεσσηνίας,88 E.T. Δήμου Καλαμάτας,555,294,4,3,7,287,123,12,11,31,29,32,7,64,99,18,13,36,13,16,12,31,5,1,2,1,0,2,7,1,0,0,5,0,0,0,18,7,11,0,0,1,4,6,1,1,1,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,12,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,2,4,0,3,1,1,0,0,0,4,0
46 - Μεσσηνίας,89 E.T. Δήμου Καλαμάτας,531,259,2,6,8,251,88,3,5,21,24,28,3,49,92,21,15,44,15,15,8,27,5,2,1,1,1,0,6,4,0,1,2,1,0,1,18,4,2,4,2,4,2,4,5,0,1,1,1,0,0,0,2,2,1,0,0,1,5,3,0,3,0,0,2,0,9,5,0,3,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,9,1,0,1,4,1,3,0,1,1,0,0,6,2
46 - Μεσσηνίας,90 E.T. Δήμου Καλαμάτας,533,305,2,1,3,302,101,4,5,32,23,24,2,58,112,24,19,50,18,16,20,36,5,2,1,0,0,2,21,12,0,1,11,1,1,3,20,4,4,4,0,2,2,4,5,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,2,4,3,6,0,0,0,0,0,3,1,2,1,0,0,1,0,13,0,0,4,1,2,2,0,0,1,1,0,4,1
46 - Μεσσηνίας,91 E.T. Δήμου Καλαμάτας,542,274,6,1,7,267,86,5,4,22,25,24,0,38,106,20,18,38,10,8,0,40,7,3,3,2,1,1,8,1,1,4,2,0,1,2,11,2,4,2,3,1,1,3,1,0,0,0,0,0,0,0,5,0,0,3,1,0,2,0,0,0,1,0,2,0,11,3,3,1,1,2,0,0,0,0,0,0,0,2,0,0,1,0,0,18,6,1,4,4,5,2,2,0,0,0,0,8,4
46 - Μεσσηνίας,92 E.T. Δήμου Καλαμάτας,540,275,4,1,5,270,113,12,5,34,26,25,4,57,91,20,7,39,18,10,0,27,8,4,0,0,0,4,15,5,1,3,6,1,1,1,17,6,5,1,0,3,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,13,2,0,4,4,3,3,0,0,0,0,0,2,1
46 - Μεσσηνίας,93 E.T. Δήμου Καλαμάτας,533,293,5,2,7,286,95,11,4,25,18,26,1,48,101,29,24,16,12,12,0,33,7,4,2,0,4,1,22,12,1,2,8,2,2,5,24,2,10,3,4,4,0,5,1,0,0,0,0,0,0,0,4,0,1,1,0,0,2,1,1,0,0,0,0,2,10,2,0,5,2,1,0,0,0,0,0,1,1,2,1,0,0,0,1,11,1,1,1,5,4,1,1,0,0,0,0,5,3
46 - Μεσσηνίας,94 E.T. Δήμου Καλαμάτας,540,295,5,4,9,286,100,9,6,28,29,23,5,53,116,21,17,52,26,15,0,27,9,4,1,0,1,4,9,3,0,1,4,0,1,1,17,8,7,4,2,2,0,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,9,3,1,3,4,1,0,0,0,0,0,2,2,4,1,1,0,1,0,13,3,1,3,4,4,1,0,0,0,0,0,3,1
46 - Μεσσηνίας,95 E.T. Δήμου Καλαμάτας,557,327,8,4,12,315,127,11,5,35,35,35,4,81,119,52,19,48,20,11,0,44,8,3,1,0,1,5,15,4,2,0,3,3,3,2,15,6,5,0,2,0,1,5,2,0,1,0,1,0,0,0,3,0,0,3,0,0,6,3,0,0,0,1,3,2,11,2,4,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,1,2,4,1,1,0,0,1,0,0,0
46 - Μεσσηνίας,96 E.T. Δήμου Καλαμάτας,540,300,9,6,15,285,88,9,3,21,20,25,1,51,132,18,21,72,19,19,14,40,7,3,0,1,0,2,14,2,1,3,8,4,0,0,12,3,5,1,2,1,3,2,4,0,0,0,0,0,0,0,3,0,2,0,0,0,1,1,0,1,0,0,0,0,13,2,1,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,2,2,1,1,0,0,0,2,0
46 - Μεσσηνίας,97 E.T. Δήμου Καλαμάτας,545,302,5,1,6,296,98,8,5,19,23,33,6,60,144,11,20,73,22,23,34,52,9,5,2,1,0,5,12,4,1,2,7,0,2,2,10,5,2,1,2,1,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11,5,3,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,1,0,1,3,0,0,0,1,1,2,2
46 - Μεσσηνίας,98 E.T. Δήμου Καλαμάτας,569,340,2,5,7,333,128,14,7,23,30,31,7,77,111,17,11,39,23,15,0,37,10,4,1,0,3,5,18,7,2,1,6,2,3,0,18,2,7,3,4,1,1,4,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,7,6,3,0,0,0,0,0,2,0,1,1,0,0,0,1,19,2,2,3,5,5,3,0,0,0,1,1,3,0
46 - Μεσσηνίας,99 E.T. Δήμου Καλαμάτας,567,340,9,1,10,330,120,12,10,23,27,24,6,61,131,15,20,59,24,12,0,90,9,2,0,0,1,5,13,7,0,2,4,5,1,2,14,6,5,4,1,1,2,4,3,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,12,4,3,4,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,15,3,1,2,4,5,3,0,0,0,0,0,5,3
46 - Μεσσηνίας,100 E.T. Δήμου Καλαμάτας,570,320,5,1,6,314,106,10,8,30,27,15,2,54,122,20,15,69,25,13,0,28,11,2,3,4,2,0,4,1,0,0,1,1,0,0,15,5,3,3,3,2,3,4,5,0,0,2,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,14,3,3,3,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0,15,2,1,0,3,6,9,5,3,3,0,0,7,3
