"ΠΕΡΙΦΕΡΕΙΑ","ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ","ΕΓΓΕΓΡΑΜΜΕΝΟΙ","ΨΗΦΙΣΑΝΤΕΣ","ΑΚΥΡΑ","ΛΕΥΚΑ","ΑΚΥΡΑ & ΛΕΥΚΑ","ΕΓΚΥΡΑ","ΣΥΡΙΖΑ","ΑΓΑΘΟΠΟΥΛΟΥ ΕΙΡΗΝΗ-ΕΛΕΝΗ του Δημητρίου","ΚΑΠΝΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Παναγιώτη","ΠΕΡΠΕΡΙΔΗΣ ΓΕΩΡΓΙΟΣ του Χαράλαμπου","ΦΟΥΡΑΣ ΠΕΤΡΟΣ του Γεωργίου","ΨΑΡΡΑ ΣΟΦΙΑ του Θεοδώρου","Νέα Δημοκρατία","ΑΝΑΝΙΑΔΟΥ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Σολομώντος","ΓΕΩΡΓΑΝΤΑΣ ΓΕΩΡΓΙΟΣ του Παύλου","ΚΙΛΤΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου","ΞΟΠΛΙΔΟΥ ΑΜΑΛΙΑ του Δημητρίου","ΣΑΧΠΕΚΙΔΗΣ ΝΙΚΟΛΑΟΣ του Αναστασίου","Λαϊκός Σύνδεσμος - Χρυσή Αυγή","ΗΛΙΑΔΟΥ ΧΡΙΣΤΙΝΑ (ΜΠΑΚΑ) του Γεωργίου","ΚΑΛΟΜΟΙΡΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Γρηγορίου","ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ (ΤΟΝΗΣ) του Σάββα","ΠΑΠΑΔΟΠΟΥΛΟΥ ΧΡΥΣΗ του Μωϋσή ","ΧΑΤΖΗΣΑΒΒΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου","Κίνημα Αλλαγής","ΑΝΑΣΤΑΣΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου","ΜΠΑΝΤΡΑ ΚΑΛΙΡΟΗ του Κωνσταντίνου","ΠΑΡΑΣΤΑΤΙΔΗΣ ΣΤΕΦΑΝΟΣ του Θεοδώρου","ΣΤΕΦΑΝΙΔΟΥ ΑΛΕΞΑΝΔΡΑ του Ιωάννη","ΦΡΑΓΓΙΔΗΣ ΓΕΩΡΓΙΟΣ του Σταύρου","Κ.Κ.Ε.","ΑΛΤΙΠΑΡΜΑΚΙΔΟΥ ΜΑΡΙΑ (ΡΙΑ) του Μιλτιάδη","ΣΙΔΗΡΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου","ΤΣΑΟΥΣΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Λαζάρου","ΦΑΧΟΥΡΙΔΗΣ ΙΩΑΝΝΗΣ του Αριστοτέλη","ΧΑΤΖΗ ΕΙΡΗΝΗ του Αρέθα","Ένωση Κεντρώων","ΑΝΔΡΙΩΤΗ ΕΥΣΤΡΑΤΙΑ του Γαβριήλ","ΕΛΕΥΘΕΡΙΑΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Δημητρίου","ΝΙΚΟΛΑΟΥ ΧΡΗΣΤΟΣ του Χαράλαμπου","Ο.Κ.Δ.Ε.","ΚΑΖΑΝΤΖΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου","ΑΝΤ.ΑΡ.ΣΥ.Α.","ΜΑΛΓΑΡΙΝΟΥ ΒΑΣΙΛΙΚΗ του Νικολάου","Ελλήνων Συνέλευσις","ΒΑΡΥΤΙΜΙΔΗΣ ΘΕΟΦΙΛΟΣ του Σάββα","ΜΑΚΕΝΑΤΖΗ ΜΑΡΓΑΡΙΤΑ του Ιωσήφ","ΜΙΧΑΗΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου","ΣΑΦΑΡΙΔΟΥ ΖΩΓΙΑ του Γεωργίου","ΣΥΓΚΟΥ ΜΑΛΑΜΑΤΗ του Δημητρίου","Ελληνική Λύση - Κ. Βελόπουλος","ΓΕΩΡΓΙΑΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου","ΚΑΤΣΙΛΟΓΙΑΝΝΗ ΕΛΕΝΗ του Αθανασίου","ΣΑΒΒΙΔΟΥ ΠΑΡΘΕΝΑ του Ιωάννη","ΤΣΑΝΤΗΛΟΓΙΑΝΝΗΣ ΝΙΚΟΛΑΟΣ του Αθανασίου","Κ.Κ.Ε. (μ-λ)","ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΝΙΚΟΛΑΟΣ του Ηλία","Μ-Λ Κ.Κ.Ε.","ΖΑΧΑΡΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Ευαγγέλου","Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ","ΔΗΜΟΛΑΪΔΗΣ ΟΔΥΣΣΕΥΣ του Θεοδώρου","ΜΟΥΡΑΤΙΔΟΥ ΜΑΡΙΑ του Παναγιώτη","ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σταύρου","Λαϊκή Ενότητα","ΚΟΥΛΙΝΑΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου","ΜΠΙΜΠΑΣΗΣ ΧΡΗΣΤΟΣ του Γεωργίου","ΣΑΜΑΡΑ ΑΡΙΑΔΝΗ του Στεφάνου","ΜέΡΑ25","ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Αλεξίου","ΚΑΣΚΑΡΙΔΟΥ ΜΑΡΙΑ του ΟΔΥΣΣΕΑ","ΚΩΤΣΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου","ΣΠΥΡΛΙΑΔΟΥ ΣΟΦΙΑ του Νικολάου","Δημιουργία ξανά - Θ. Τζήμερος","ΚΑΡΑΚΑΤΣΑΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου","ΜΠΡΟΒΑΣ ΤΗΛΕΜΑΧΟΣ του Αθανασίου","ΠΑΠΑΡΙΖΟΥ ΑΘΑΝΑΣΙΑ του Χρήστου","Πλεύση Ελευθερίας - Ζωή Κωνστ.","ΡΑΦΤΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Σπύρου"
"10 - Κιλκίς","221 E.T. Δήμου Παιονίας","0418","0240","0001","0005","0006","0234","0030","0005","0005","0003","0001","0010","0121","0005","0080","0023","0003","0005","0014","0000","0001","0006","0000","0001","0022","0001","0000","0014","0001","0006","0007","0001","0003","0000","0000","0002","0003","0000","0000","0000","0000","0000","0004","0000","0000","0000","0000","0000","0000","0000","0016","0004","0000","0005","0001","0000","0000","0000","0000","0007","0000","0000","0000","0000","0000","0000","0000","0005","0000","0001","0000","0000","0003","0000","0000","0000","0000","0000"
"10 - Κιλκίς","222 E.T. Δήμου Παιονίας","0452","0271","0000","0001","0001","0270","0034","0012","0000","0008","0000","0008","0172","0016","0090","0038","0006","0014","0011","0002","0000","0002","0000","0006","0025","0005","0000","0008","0000","0009","0003","0000","0001","0000","0000","0000","0006","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0011","0003","0000","0003","0000","0000","0000","0000","0000","0001","0000","0000","0000","0002","0000","0000","0000","0003","0000","0000","0000","0000","0000","0000","0000","0000","0002","0000"
"10 - Κιλκίς","223 E.T. Δήμου Παιονίας","0128","0095","0000","0000","0000","0095","0003","0001","0000","0000","0000","0002","0086","0001","0062","0013","0000","0004","0001","0001","0000","0000","0000","0000","0002","0000","0000","0001","0000","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0003","0003","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000"
"10 - Κιλκίς","224 E.T. Δήμου Παιονίας","0396","0196","0002","0001","0003","0193","0034","0004","0001","0004","0000","0021","0080","0003","0034","0024","0002","0017","0029","0001","0015","0013","0000","0000","0014","0002","0000","0007","0000","0005","0005","0001","0000","0000","0002","0000","0003","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0018","0007","0000","0004","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0004","0000","0002","0001","0001","0000","0000","0000","0000","0006","0000"
"10 - Κιλκίς","225 E.T. Δήμου Παιονίας","0337","0195","0000","0002","0002","0193","0025","0008","0003","0001","0000","0012","0097","0012","0029","0029","0002","0020","0023","0001","0017","0003","0000","0000","0026","0001","0000","0011","0000","0013","0001","0000","0000","0000","0000","0000","0003","0001","0001","0000","0000","0000","0000","0000","0001","0000","0001","0000","0000","0000","0010","0003","0000","0002","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0004","0001","0001","0000","0002","0000","0000","0000","0000","0002","0001"
"10 - Κιλκίς","226 E.T. Δήμου Παιονίας","0351","0194","0005","0000","0005","0189","0046","0023","0001","0006","0002","0006","0073","0003","0026","0022","0000","0014","0011","0001","0000","0004","0000","0004","0021","0005","0000","0012","0000","0001","0016","0005","0001","0000","0002","0002","0004","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0003","0001","0000","0000","0001","0001","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0008","0003","0001","0002","0001","0002","0000","0000","0000","0003","0000"
"10 - Κιλκίς","227 E.T. Δήμου Παιονίας","0516","0288","0000","0001","0001","0287","0057","0006","0003","0012","0005","0024","0120","0003","0046","0011","0001","0051","0026","0001","0001","0019","0001","0002","0037","0001","0000","0009","0002","0024","0004","0001","0000","0000","0002","0001","0006","0000","0006","0000","0001","0000","0000","0000","0003","0000","0003","0000","0000","0000","0024","0006","0000","0010","0004","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0004","0004","0000","0000","0004","0002"
"10 - Κιλκίς","228 E.T. Δήμου Παιονίας","0106","0042","0000","0000","0000","0042","0008","0004","0000","0000","0000","0002","0016","0000","0007","0004","0001","0002","0003","0000","0000","0000","0002","0001","0007","0000","0000","0007","0000","0000","0005","0005","0000","0000","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000"
"10 - Κιλκίς","229 E.T. Δήμου Παιονίας","0261","0125","0008","0000","0008","0117","0048","0002","0000","0004","0000","0037","0039","0006","0017","0011","0000","0002","0002","0000","0000","0002","0000","0000","0007","0002","0000","0002","0000","0003","0003","0001","0001","0000","0001","0000","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0010","0004","0001","0002","0001","0001","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0004","0001","0002","0000","0000","0000","0000","0000","0000","0000","0000"
"10 - Κιλκίς","230 E.T. Δήμου Παιονίας","0355","0166","0001","0001","0002","0164","0073","0007","0000","0001","0000","0063","0045","0004","0014","0019","0000","0004","0005","0000","0001","0003","0000","0000","0011","0002","0000","0006","0000","0003","0014","0005","0002","0000","0000","0003","0001","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0005","0001","0002","0002","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0002","0000","0001","0000","0001","0002","0000","0000","0000","0004","0000"
"10 - Κιλκίς","231 E.T. Δήμου Παιονίας","0370","0190","0019","0002","0021","0169","0056","0013","0001","0009","0017","0008","0074","0003","0029","0012","0001","0026","0006","0000","0000","0000","0000","0000","0010","0000","0000","0004","0001","0005","0008","0001","0001","0000","0000","0004","0001","0000","0000","0000","0000","0000","0001","0000","0002","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0001","0000","0000","0000","0002","0000","0000","0001","0000","0002","0000","0000","0000","0004","0000"
"10 - Κιλκίς","232 E.T. Δήμου Παιονίας","0367","0160","0002","0000","0002","0158","0037","0004","0002","0005","0012","0009","0080","0000","0030","0023","0002","0018","0011","0001","0000","0009","0000","0000","0008","0001","0000","0004","0000","0003","0009","0005","0000","0000","0000","0001","0001","0000","0000","0000","0000","0000","0000","0000","0002","0000","0000","0000","0000","0000","0004","0003","0000","0001","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0002","0001","0001","0000","0000","0003","0000","0000","0000","0000","0000"
"10 - Κιλκίς","233 E.T. Δήμου Παιονίας","0407","0166","0002","0000","0002","0164","0040","0004","0003","0004","0000","0021","0054","0004","0021","0012","0001","0011","0006","0000","0000","0003","0000","0003","0029","0000","0000","0016","0002","0011","0022","0004","0000","0000","0000","0014","0002","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0005","0003","0000","0000","0001","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0001","0000","0001","0000","0000","0002","0000","0000","0000","0001","0000"
"10 - Κιλκίς","234 E.T. Δήμου Παιονίας","0421","0158","0001","0000","0001","0157","0034","0002","0000","0008","0000","0019","0042","0001","0017","0015","0001","0005","0011","0002","0004","0002","0001","0001","0042","0006","0000","0012","0004","0018","0011","0001","0001","0000","0000","0007","0001","0000","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0012","0001","0000","0004","0005","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0003","0003"
"10 - Κιλκίς","235 E.T. Δήμου Παιονίας","0433","0180","0002","0001","0003","0177","0077","0011","0003","0007","0004","0031","0026","0002","0007","0012","0000","0003","0000","0000","0000","0000","0000","0000","0040","0000","0000","0010","0004","0024","0008","0003","0000","0000","0000","0004","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0014","0004","0001","0005","0003","0000","0000","0000","0000","0000","0000","0000","0000","0001","0001","0000","0000","0008","0000","0004","0000","0001","0001","0001","0000","0000","0002","0001"
"10 - Κιλκίς","236 E.T. Δήμου Παιονίας","0572","0290","0003","0001","0004","0286","0036","0008","0003","0007","0000","0012","0105","0007","0024","0037","0002","0032","0014","0002","0002","0007","0000","0001","0088","0002","0000","0074","0001","0011","0009","0002","0001","0000","0000","0006","0004","0001","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0020","0005","0000","0006","0002","0000","0000","0000","0000","0002","0000","0001","0000","0001","0001","0000","0000","0004","0001","0001","0000","0001","0001","0000","0000","0000","0002","0001"
"10 - Κιλκίς","237 E.T. Δήμου Παιονίας","0547","0278","0013","0002","0015","0263","0035","0009","0001","0000","0002","0014","0089","0002","0013","0032","0002","0000","0019","0000","0000","0014","0000","0003","0071","0000","0000","0068","0000","0001","0013","0001","0000","0001","0000","0006","0006","0000","0005","0000","0000","0000","0000","0000","0003","0000","0003","0000","0000","0000","0013","0004","0003","0005","0000","0000","0000","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0007","0001","0002","0000","0002","0000","0000","0000","0000","0005","0001"
"10 - Κιλκίς","Ετερ. Κιλκίς (από 17ο Ε.Τ. Νομ. Θεσσαλονίκης)","0504","0269","0002","0004","0006","0263","0063","0021","0002","0010","0002","0002","0139","0036","0048","0013","0000","0000","0001","0001","0000","0000","0000","0000","0020","0001","0001","0004","0001","0010","0012","0002","0000","0000","0002","0000","0003","0000","0000","0000","0000","0000","0003","0000","0000","0000","0000","0000","0000","0000","0010","0006","0000","0002","0000","0000","0000","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0002","0001","0000","0001","0000","0002","0000","0000","0000","0006","0000"
"10 - Κιλκίς","Ετερ. Κιλκίς (από Εφετείο Θεσσαλονίκης)","0053","0026","0000","0000","0000","0026","0008","0006","0000","0001","0000","0001","0011","0000","0006","0001","0001","0000","0000","0000","0000","0000","0000","0000","0004","0001","0000","0000","0000","0001","0002","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0001","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000"
"10 - Κιλκίς","Ετερ. Κιλκίς (από 86ο Ε.Τ. Νομ. Αττικής-Αθηνών)","0286","0176","0000","0001","0001","0175","0050","0022","0002","0008","0003","0006","0083","0004","0044","0015","0005","0008","0003","0001","0000","0000","0000","0000","0015","0003","0001","0005","0000","0003","0012","0000","0002","0001","0003","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0005","0000","0000","0003","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0004","0001","0001","0001","0000","0001","0000","0000","0000","0002","0000"
"Σύνολο","","103,783","55,990","686","333","1,019","54,971","12,765","4,179","753","1,692","1,361","2,243","23,280","2,379","8,336","6,974","1,174","2,500","2,878","249","133","916","72","1,028","6,163","738","54","2,268","299","2,373","2,777","368","407","417","621","287","738","85","79","26","14","2","135","23","249","6","27","20","28","3","2,835","927","209","810","138","62","10","38","10","252","24","34","14","135","17","13","6","1,478","236","252","161","216","402","50","16","23","767","165"
